,date,precip_in,mean_temp_c,month,year,p,eto_zone_8,ETo,wy,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs,calib_wse_ft
0,1975-10-01,1.56,15.55555556,10,1975,0.25,3.41,3.73696167520967,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,652.75,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
1,1975-11-01,0.28,11.16666667,11,1975,0.22556528,1.8,2.1426673391074895,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.55343382085293,8.7,0.0,652.75,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
2,1975-12-01,0.31,9.166666667000001,12,1975,0.21556528,0.93,1.5124336031163823,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0965143622593772,8.7,0.0,652.75,0.44953871585873495,0,0,0,0.0,0.14796495195678597,0.0,0.0,0.44953871585873495,1.701398772809716,
3,1976-01-01,0.22,9.333333332999999,1,1976,0.22556528,1.24,1.6292675877926803,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1812190011496932,8.7,0.0,652.75,0.3190274757707151,0,0,0,0.0454081772528224,0.10444326160129035,0.0,0.0,0.36443565302353753,1.2009576238606674,
4,1976-02-01,1.03,10.16666667,2,1976,0.24556528,1.68,2.0277834003346493,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7637797573001808,10.437681403304321,0.23212339425921824,652.7517141630858,1.4936286365628935,0,0,0,0.03222515805039009,0.1125113992043721,0.0,0.0,1.5258537946132835,1.2937304003540653,
5,1976-03-01,1.94,11.22222222,3,1976,0.27,3.41,2.583379519004056,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.798498145252692,22.289399338905998,1.8153025603499544,652.7634054762053,3.3751409994412325,0,0,0,0.15087233087228089,0.1680004539285621,0.011053952994034015,0.0,3.5260133303135133,1.942834164222777,
6,1976-04-01,1.02,12.55555556,4,1976,0.29443472,4.8,3.3045549562702132,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.640429892873965,13.219679894140471,0.603749016360565,652.7544585091487,3.789524254800084,0,0,0,0.34092503125816737,0.457058123748846,0.08644656104610234,0.0,4.130449286058251,5.34200283004764,
7,1976-05-01,0.0,17.33333333,5,1976,0.31443472,6.2,5.394106750837404,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9107273943571177,8.7,0.0,652.75,0.0,0,0,0,0.3827821342086711,0.3467518390357876,0.028751144486501595,0.0,0.3827821342086711,4.0159328763962545,
8,1976-06-01,0.07,19.83333333,6,1976,0.32886944,6.9,6.662450757156016,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.830276798938111,8.7,0.0,652.75,0.10150874229068209,0,0,0,0.0,0.3724977422626367,0.0,0.0,0.10150874229068209,4.2832251366197545,
9,1976-07-01,0.0,21.22222222,7,1976,0.32443472,7.44,7.132027780835918,1976,8.719999999999999,18.449111111111108,0.47265149781380617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.17072014110604,8.7,0.0,652.75,0.0,0,0,0,0.010253459379669575,0.46008504829670516,0.0,0.0,0.010253459379669575,5.290361847234816,
