date,access1-0.1.rcp85,access1-3.1.rcp85,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp85,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp85,giss-e2-r.1.rcp85,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp85,miroc5.1.rcp85,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp85,noresm1-m.1.rcp85,noresm1-me.1.rcp85
2012-05-01,0.311,0.104,0.002,0.023,0.016,0.155,0.348,0.028,0.048,0.231,0.464,0.456,1.400,0.137,0.044,1.202,0.371,0.012,0.043,0.798,0.312,1.063,0.292,0.212,0.986,0.970,0.034,0.225,0.177,0.007,0.016,0.282,1.230,0.015,0.038,0.730,0.528,0.787,0.693,2.750,0.032,0.010,0.298,0.000,0.083,0.482,0.123,0.016,0.400,0.010,0.188,0.046,0.082,0.100,0.488,0.261,1.363,0.021,0.004,0.375,0.215,0.001,0.316,0.375,0.055,0.128,0.930,0.714,0.020,0.016
2012-06-01,0.009,0.226,0.002,0.064,0.000,0.253,0.056,0.020,0.018,0.047,0.143,0.011,0.008,0.008,0.031,0.026,0.069,0.000,0.018,0.074,0.020,0.034,0.005,0.008,0.025,0.007,0.038,0.002,0.007,0.000,0.005,0.004,0.051,0.002,0.012,0.001,0.044,0.000,0.000,0.105,0.004,0.079,0.037,0.017,0.048,0.002,0.247,0.000,0.013,0.002,0.008,0.000,0.002,0.158,0.002,0.094,0.000,0.046,0.008,0.018,0.000,0.002,0.012,0.072,0.001,0.110,0.018,0.001,0.011,0.001
2012-07-01,0.000,0.011,0.001,0.001,0.000,0.001,0.095,0.001,0.001,0.004,0.002,0.000,0.023,0.009,0.048,0.126,0.001,0.061,0.293,0.124,0.001,0.000,0.001,0.000,0.006,0.242,0.100,0.000,0.000,0.076,0.006,0.000,0.001,0.000,0.002,0.000,0.005,0.010,0.002,0.033,0.004,0.000,0.001,0.000,0.000,0.001,0.024,0.000,0.000,0.001,0.000,0.000,0.000,0.007,0.004,0.000,0.000,0.000,0.017,0.000,0.001,0.000,0.009,0.011,0.000,0.004,0.007,0.009,0.002,0.004
2012-08-01,0.001,0.000,0.000,0.001,0.821,0.001,0.006,0.016,0.001,0.039,0.000,0.039,0.002,0.048,0.004,0.276,0.000,0.011,0.044,0.199,0.126,0.004,0.000,0.000,0.209,0.000,0.005,0.171,0.000,0.001,0.006,0.000,0.000,0.004,0.000,0.011,0.458,0.001,0.009,0.000,0.018,0.018,0.007,0.006,0.001,0.000,0.000,0.018,0.000,0.001,0.002,0.000,0.001,0.015,0.001,0.000,0.005,0.001,0.005,0.341,0.001,0.005,0.001,0.085,0.002,0.001,0.011,0.000,0.002,0.040
2012-09-01,0.006,0.005,0.054,0.002,0.005,0.729,0.128,0.001,0.034,0.070,0.004,0.056,0.267,0.056,0.001,0.018,0.011,0.107,0.000,0.602,0.001,0.012,0.032,0.774,0.207,0.022,0.084,0.004,0.100,0.060,0.000,0.054,0.002,0.231,0.098,0.044,0.039,0.008,0.012,0.000,0.222,0.015,0.911,0.004,0.222,0.008,0.009,1.081,0.000,0.002,0.058,0.000,0.027,0.078,0.002,0.007,0.000,0.103,0.041,0.000,0.149,0.007,0.078,0.005,1.318,0.004,0.155,0.021,0.014,0.000
2012-10-01,1.238,0.804,0.362,0.199,0.907,0.028,0.387,1.550,0.024,0.165,3.176,0.165,0.524,0.001,0.621,0.018,1.842,0.786,0.033,0.076,2.065,0.093,0.033,0.270,0.981,0.096,0.278,1.604,2.482,0.004,0.751,1.598,1.969,0.021,0.204,2.238,0.787,0.312,0.017,1.893,0.382,0.890,1.725,2.313,2.436,0.598,1.264,0.004,0.924,0.166,0.059,1.572,0.011,0.011,1.033,4.364,0.004,0.005,5.800,0.139,0.055,0.001,0.765,1.765,0.045,0.001,2.960,0.791,1.419,0.029
2012-11-01,2.044,5.490,1.915,2.386,0.294,6.288,3.911,0.289,4.589,0.061,2.512,4.017,0.131,0.269,0.000,0.513,3.272,5.096,0.189,2.447,1.900,0.014,1.848,2.242,0.027,2.319,0.519,0.283,3.790,3.889,3.535,1.683,4.689,1.814,0.261,2.595,3.497,4.466,4.923,0.406,1.088,0.001,1.579,4.552,0.265,6.028,0.866,0.455,6.191,5.029,5.220,2.065,0.583,5.278,0.931,0.444,1.518,1.831,0.028,0.116,0.099,1.711,4.853,0.438,4.848,1.603,2.597,2.898,0.028,0.354
2012-12-01,2.026,6.362,1.551,2.478,3.204,2.336,2.382,6.570,5.208,5.071,2.305,2.268,4.435,5.818,2.019,5.242,2.425,3.887,9.802,6.366,0.630,2.081,4.226,2.491,0.082,3.281,0.437,5.387,13.564,3.100,1.415,10.716,5.363,5.440,3.514,0.942,1.014,0.477,2.392,4.097,2.038,0.893,7.923,2.856,0.082,4.108,16.866,1.517,9.040,1.988,10.146,0.322,8.988,0.984,0.250,5.288,7.842,0.526,7.425,0.238,3.050,1.768,8.941,3.744,11.265,5.462,10.021,3.492,1.393,4.815
2013-01-01,1.129,5.902,2.314,8.557,4.898,3.633,7.117,16.158,19.901,5.382,14.875,0.277,1.643,2.121,2.187,1.227,4.024,1.501,3.344,11.817,0.345,4.206,4.591,9.771,7.239,10.340,1.404,4.569,7.119,9.659,0.481,6.724,5.901,5.929,11.037,0.277,11.918,2.734,9.637,6.771,2.003,6.581,11.061,8.558,1.498,4.183,8.237,0.737,5.135,7.125,1.433,10.882,12.681,9.796,3.682,3.069,4.720,13.278,4.438,4.087,1.779,5.706,6.454,3.978,8.015,0.277,7.043,11.060,3.705,10.499
2013-02-01,2.077,0.665,2.705,1.607,0.883,10.004,1.324,5.925,8.844,8.674,12.410,0.191,16.839,4.610,0.353,4.113,7.170,2.465,2.586,4.651,0.030,1.510,11.568,7.494,1.974,2.619,2.153,1.880,4.788,7.348,0.327,4.268,9.130,2.275,0.627,2.631,9.952,6.982,0.097,1.951,2.258,8.748,5.694,5.133,2.294,3.140,2.977,9.238,1.878,2.458,5.996,8.837,3.036,6.731,10.179,5.166,3.762,2.209,2.295,1.193,0.399,0.369,8.094,1.112,10.402,2.005,2.058,3.899,1.712,0.086
2013-03-01,0.508,4.267,0.131,3.279,1.673,3.043,3.528,13.108,3.676,0.406,2.921,0.133,5.618,2.581,2.010,2.119,1.799,2.700,6.375,0.931,6.233,2.469,0.856,3.781,4.012,1.762,2.541,5.108,6.609,7.589,0.286,2.602,2.558,3.810,2.251,1.777,4.095,3.755,10.672,3.511,4.225,2.925,0.212,4.888,0.945,0.134,2.159,3.476,1.777,2.871,2.910,4.535,9.501,0.226,2.939,6.859,3.617,0.310,1.610,5.102,2.676,2.944,3.899,3.332,1.023,0.339,1.804,1.765,2.227,1.335
2013-04-01,1.518,0.162,0.535,0.526,1.049,0.481,2.357,1.545,1.734,2.578,1.945,2.200,1.892,2.655,1.815,0.601,0.426,0.420,1.576,0.390,2.550,1.468,1.260,2.975,0.784,0.308,0.685,0.835,1.707,1.731,0.252,0.521,0.543,2.578,4.090,1.181,0.295,3.670,1.585,1.500,0.298,0.943,5.376,2.308,2.140,2.844,0.314,0.501,4.165,0.337,1.938,0.563,0.462,0.344,0.247,5.859,5.433,0.826,1.961,2.830,5.616,0.860,2.781,1.906,0.188,1.997,0.343,2.199,1.639,1.707
2013-05-01,0.328,0.393,2.723,3.389,0.105,1.607,0.015,0.017,0.719,0.015,0.404,3.349,0.400,0.952,0.093,0.018,0.009,0.063,0.040,0.299,0.279,0.009,0.333,0.823,0.090,0.150,0.031,0.041,0.050,0.626,0.020,0.035,0.039,0.244,0.002,0.292,0.018,0.035,0.066,0.033,0.258,0.022,0.026,0.256,0.228,0.304,0.004,0.006,1.744,0.672,0.018,0.031,0.006,0.348,0.186,1.595,0.967,0.054,0.055,2.351,2.408,0.289,2.219,0.004,0.044,0.037,0.010,1.539,0.045,0.659
2013-06-01,0.026,0.076,0.050,0.066,0.007,0.015,0.004,0.054,0.249,0.030,0.043,0.002,0.035,0.002,0.014,0.011,0.006,0.000,0.004,0.000,0.008,0.002,0.001,0.006,0.001,0.001,0.005,0.033,0.015,0.008,0.000,0.039,0.000,0.156,0.208,0.053,0.048,0.002,0.008,0.005,0.007,0.015,0.002,0.011,0.013,0.008,0.006,0.001,0.021,0.034,0.007,0.025,0.006,0.008,0.001,0.002,0.000,0.008,0.033,0.181,0.001,0.001,0.100,0.054,0.039,0.005,0.001,0.040,0.034,0.001
2013-07-01,0.001,0.001,0.021,0.006,0.004,0.007,0.007,0.031,0.006,0.017,0.006,0.004,0.002,0.001,0.005,0.000,0.001,0.005,0.000,0.000,0.000,0.007,0.065,0.005,0.000,0.006,0.010,0.000,0.002,0.007,0.000,0.001,0.001,0.004,0.149,0.000,0.000,0.006,0.017,0.000,0.000,0.000,0.104,0.000,0.001,0.002,0.000,0.002,0.012,0.001,0.001,0.043,0.005,0.010,0.012,0.000,0.005,0.000,0.007,0.001,0.005,0.001,0.321,0.001,0.006,0.107,0.001,0.000,0.000,0.516
2013-08-01,0.389,0.002,0.001,0.001,0.001,0.004,0.000,0.063,0.001,0.005,0.004,0.002,0.055,0.002,0.006,0.009,0.020,0.012,0.001,0.004,0.021,0.000,0.000,0.040,0.005,0.001,0.020,0.005,0.001,0.023,0.010,0.000,0.000,0.000,0.006,0.006,0.000,0.126,0.009,0.000,0.082,0.001,0.001,0.000,0.001,0.001,0.000,0.018,0.000,0.001,0.000,0.000,0.001,0.004,0.084,0.068,0.013,0.009,0.022,0.255,0.007,0.009,0.354,0.497,0.027,0.005,0.022,0.001,0.005,0.004
2013-09-01,0.158,0.031,0.030,0.043,0.046,0.002,0.058,0.030,0.211,0.161,0.167,0.118,0.041,0.030,0.019,0.109,0.163,0.004,0.321,0.522,0.027,0.005,0.092,0.060,0.039,0.002,0.770,0.045,0.018,0.032,0.051,0.263,0.006,0.001,0.001,0.035,0.000,0.804,0.204,0.026,0.005,0.005,0.001,0.292,0.067,3.322,0.035,0.000,0.040,0.002,0.001,0.005,0.001,0.026,0.000,0.007,0.001,0.009,0.001,0.000,0.045,0.041,0.652,0.072,1.354,0.004,0.006,0.015,0.109,0.083
2013-10-01,1.947,0.022,2.219,2.564,0.028,1.490,0.812,0.035,3.505,0.356,1.411,0.773,0.006,0.062,1.596,0.045,0.016,1.360,0.002,0.017,2.246,1.416,0.072,0.039,0.898,0.847,0.077,0.015,0.055,0.027,0.018,0.387,0.012,0.364,0.570,1.770,0.140,0.447,0.420,0.001,1.001,1.292,0.062,0.111,1.312,0.057,0.107,0.150,1.684,1.295,1.676,0.821,0.002,0.247,0.035,0.002,0.982,0.118,0.203,1.191,0.084,0.410,0.128,1.363,1.673,0.982,0.001,1.817,0.044,0.121
2013-11-01,3.450,3.761,2.057,3.260,1.448,0.056,5.976,3.219,1.058,0.031,4.039,0.327,4.226,4.335,4.214,3.656,1.252,5.738,0.017,2.082,4.332,5.400,1.071,0.476,0.060,3.167,2.030,6.332,2.721,3.885,4.179,2.554,0.169,3.274,0.860,2.670,1.100,0.488,1.375,0.348,1.513,0.784,0.823,0.411,0.078,1.721,5.466,2.763,0.086,1.733,0.398,0.621,1.869,5.170,2.316,3.510,3.573,0.927,2.055,1.646,1.565,2.009,3.340,0.412,4.069,1.088,2.628,0.405,0.357,3.978
2013-12-01,1.887,8.687,0.110,4.361,2.955,6.533,7.035,5.781,2.503,7.414,5.308,2.576,5.410,4.937,6.771,3.157,0.082,7.513,3.063,4.783,3.226,4.220,3.045,4.118,4.176,1.378,5.354,7.722,4.021,13.591,0.084,2.626,7.445,6.449,0.301,5.589,3.592,2.321,1.815,5.933,7.817,2.385,9.855,4.528,3.209,2.496,1.781,2.281,3.116,2.691,0.873,4.861,8.559,5.259,3.665,1.843,5.257,4.530,4.168,2.379,5.208,0.920,8.215,2.017,0.646,8.909,2.598,1.612,14.453,2.457
2014-01-01,4.862,2.368,1.998,3.999,7.381,9.095,7.674,9.889,6.604,18.059,8.835,2.301,1.995,2.684,1.354,7.052,0.576,0.445,4.390,13.496,0.277,0.431,7.545,5.775,4.153,0.277,3.929,12.950,5.870,8.220,6.799,1.671,6.649,4.139,5.973,1.393,0.277,5.017,4.432,3.195,2.058,1.310,1.117,2.098,1.664,1.798,0.787,3.021,2.734,0.277,12.511,7.154,3.021,1.354,5.996,2.655,6.606,4.889,1.955,9.869,2.065,2.889,9.936,2.244,3.647,4.295,12.517,9.870,6.936,7.297
2014-02-01,4.903,6.149,0.149,8.078,0.839,14.696,4.807,5.703,2.119,3.303,1.211,7.202,2.953,6.095,3.388,2.336,2.605,0.321,2.043,8.764,2.469,2.457,2.070,1.217,10.120,7.464,1.932,1.911,5.761,7.418,2.598,1.153,0.644,1.291,3.875,6.972,0.165,4.291,2.121,8.871,7.634,5.829,12.244,1.059,4.112,0.676,4.697,3.544,0.442,2.323,3.597,3.579,1.740,9.392,6.924,1.994,0.729,2.236,1.237,2.614,11.215,0.198,6.765,7.457,1.306,1.229,2.230,2.240,6.082,6.395
2014-03-01,6.537,1.048,3.669,11.635,3.724,2.520,3.782,5.704,1.682,6.331,1.424,0.194,1.112,4.856,5.447,6.728,0.240,0.370,0.287,2.227,1.784,2.570,1.736,2.578,1.936,5.297,0.867,1.613,3.233,5.911,2.535,1.768,0.259,0.287,2.436,3.135,5.739,5.425,0.314,1.524,5.094,1.679,1.509,0.400,2.740,2.936,6.088,8.552,7.746,2.439,3.013,0.170,2.004,3.765,1.505,0.575,1.235,2.976,1.927,0.070,1.891,1.939,3.816,0.474,3.000,1.707,5.242,2.730,7.469,0.204
2014-04-01,2.424,1.507,0.208,5.238,2.157,1.780,0.139,1.688,0.165,0.394,0.656,2.826,0.510,1.480,5.368,2.327,1.505,4.423,0.510,1.923,0.710,4.370,2.523,0.504,2.492,0.729,1.801,1.857,1.815,1.114,1.119,0.213,4.623,0.520,0.777,3.879,2.399,3.045,0.645,1.887,2.382,0.452,2.461,0.498,0.248,3.569,2.173,1.342,3.723,3.847,2.180,0.207,4.863,0.630,0.246,1.018,1.749,0.198,0.519,2.725,1.059,5.578,2.105,5.852,0.542,1.897,4.120,2.481,3.705,0.268
2014-05-01,0.958,0.105,0.013,1.151,0.018,0.382,0.427,0.215,0.009,0.259,1.388,0.278,0.388,1.982,1.286,0.001,0.016,0.005,0.173,0.188,0.001,0.018,0.021,0.005,0.637,0.272,0.022,0.321,0.040,0.164,0.627,0.017,0.266,0.968,0.001,0.022,0.001,0.051,0.006,0.089,0.071,0.020,0.150,0.045,0.005,0.537,0.278,0.023,0.369,0.608,0.120,0.393,0.015,0.330,0.011,1.242,0.729,0.187,0.232,0.719,0.408,0.611,0.050,0.366,0.993,0.434,1.249,0.428,0.028,0.325
2014-06-01,0.119,0.018,0.008,0.051,0.014,0.009,0.000,0.025,0.026,0.007,0.012,0.022,0.007,0.006,0.002,0.008,0.001,0.001,0.011,0.001,0.053,0.035,0.233,0.005,0.059,0.105,0.000,0.000,0.514,0.000,0.027,0.031,0.001,0.007,0.004,0.027,0.002,0.000,0.006,0.028,0.004,0.268,0.000,0.001,0.000,0.034,0.123,0.006,0.012,0.002,0.019,0.013,0.002,0.070,0.001,0.035,0.110,0.005,0.002,0.000,0.000,0.002,0.000,0.181,0.000,0.002,0.013,0.241,0.025,0.013
2014-07-01,0.011,0.001,0.013,0.012,0.001,0.000,0.006,0.007,0.071,0.031,0.061,0.000,0.010,0.001,0.002,0.004,0.006,0.221,0.022,0.004,0.001,0.000,0.015,0.001,0.006,0.160,0.000,0.009,0.015,0.000,0.005,0.026,0.000,0.074,0.001,0.071,0.002,0.007,0.000,0.000,0.001,0.011,0.000,0.000,0.000,0.006,0.029,0.000,0.013,0.000,0.000,0.001,0.001,0.002,0.005,0.001,0.121,0.000,0.430,0.000,0.142,0.016,0.001,0.010,0.000,0.000,0.018,0.415,0.006,0.054
2014-08-01,0.001,0.000,0.002,0.001,0.001,0.000,0.117,0.554,0.013,0.001,0.012,0.001,0.000,0.050,0.007,0.017,0.209,0.084,0.000,0.001,0.037,0.001,0.006,0.002,0.005,0.002,0.001,0.000,0.015,0.006,0.000,0.052,0.001,0.007,0.001,0.162,0.002,0.001,0.000,0.000,0.005,0.000,0.002,0.000,0.002,0.001,0.000,0.005,0.031,0.006,0.032,0.000,0.007,0.001,0.009,0.000,0.009,0.000,0.151,0.005,0.006,0.004,0.000,0.010,0.127,0.026,0.065,0.000,0.006,0.009
2014-09-01,0.005,0.096,0.054,0.128,0.072,0.117,0.117,0.000,0.130,0.035,0.037,0.713,0.006,0.750,0.044,0.028,0.000,0.074,0.001,0.004,0.033,0.007,0.073,0.908,0.105,0.835,0.076,0.657,0.006,0.001,0.008,0.548,0.014,0.005,0.004,1.194,0.021,0.011,0.992,0.000,0.004,0.060,0.008,0.001,0.115,0.000,0.002,0.081,0.328,0.376,0.103,0.000,0.002,0.005,0.074,0.109,0.000,1.361,0.014,0.268,0.189,0.021,0.000,0.294,0.144,0.078,0.017,1.697,0.019,0.132
2014-10-01,0.904,2.399,1.590,0.153,0.261,1.069,0.038,3.862,1.784,0.940,0.022,2.013,0.831,0.915,2.495,2.814,0.572,10.295,1.147,0.358,2.064,0.002,0.002,1.429,2.208,2.052,0.009,0.056,0.001,1.036,0.212,0.111,0.012,1.112,0.587,0.480,1.040,0.010,1.966,0.600,1.551,2.043,0.528,1.810,1.003,1.466,0.381,0.049,0.488,1.323,0.090,0.253,1.578,0.940,0.153,0.240,0.023,1.687,0.035,0.002,0.001,0.060,0.004,0.734,0.002,0.089,0.710,1.269,0.039,0.121
2014-11-01,4.045,1.488,0.014,3.488,2.637,0.234,1.343,0.859,4.396,0.237,2.180,1.805,0.950,6.383,1.585,0.498,0.000,0.467,3.162,2.537,3.442,0.580,0.195,0.168,4.100,6.707,1.970,2.212,0.000,0.348,6.193,2.028,0.804,2.627,2.988,3.756,0.770,0.438,4.710,0.022,2.526,3.428,2.826,1.900,1.493,1.824,0.416,1.076,2.800,1.351,0.034,0.900,3.679,3.847,0.224,1.593,0.996,0.009,0.438,6.332,2.466,0.497,0.752,1.196,0.373,0.018,7.154,2.721,0.109,0.000
2014-12-01,6.800,2.895,2.696,0.413,7.848,1.745,2.133,1.451,2.950,0.958,2.802,9.410,6.709,5.254,3.888,1.515,5.506,5.642,4.296,1.850,0.859,5.160,5.091,0.885,1.345,9.462,2.952,5.842,1.601,0.976,5.298,3.061,6.289,9.627,8.890,5.208,0.236,8.350,1.632,2.678,8.327,4.578,2.891,1.389,4.486,2.392,4.153,10.041,5.696,6.543,4.617,1.950,9.789,0.420,0.347,1.351,4.972,2.103,5.384,5.005,0.852,2.694,2.385,6.043,5.211,2.419,2.541,1.590,15.266,2.336
2015-01-01,7.851,6.074,6.488,3.168,9.680,6.603,12.055,2.678,1.628,10.912,5.442,7.093,1.731,3.760,8.228,7.948,8.897,6.323,8.768,11.756,0.277,1.172,3.689,7.230,10.015,8.577,6.932,5.072,5.560,0.453,3.890,3.949,2.576,10.046,7.416,4.270,3.926,2.717,6.166,0.539,7.722,1.364,10.154,0.284,1.770,10.818,12.227,9.521,6.883,2.846,6.050,4.250,9.855,9.346,1.698,3.614,2.024,3.897,1.201,5.582,5.923,4.423,1.974,10.477,9.870,0.716,2.279,3.786,0.277,0.305
2015-02-01,3.192,2.261,8.598,0.023,2.263,1.899,1.689,5.652,9.960,3.988,1.118,0.527,5.637,6.401,4.093,4.497,5.233,6.537,6.527,6.717,8.418,2.989,0.351,5.385,2.744,10.909,2.255,7.661,3.382,2.642,12.783,7.269,3.185,0.526,6.213,14.426,10.493,11.411,3.241,3.106,1.839,6.651,5.748,0.731,2.839,6.461,5.274,5.917,1.471,9.578,2.237,6.361,0.827,9.205,4.426,1.875,16.852,0.819,0.303,7.874,5.516,10.060,3.276,5.967,2.093,0.024,0.023,0.435,1.224,7.474
2015-03-01,2.645,2.039,3.074,3.765,1.509,1.923,5.734,3.486,0.212,1.728,2.244,5.183,4.753,3.228,6.793,1.033,0.151,5.659,1.134,1.175,8.314,5.316,4.290,1.648,5.102,2.362,0.514,0.236,1.600,0.258,0.283,5.104,9.238,1.887,0.211,1.068,2.440,2.154,3.869,0.210,1.959,1.738,4.258,0.326,0.306,5.283,6.706,1.634,2.747,3.642,2.635,2.861,3.727,0.143,3.226,4.117,5.416,3.679,2.298,3.927,0.344,1.633,8.465,6.097,0.581,2.485,0.203,0.239,2.036,8.025
2015-04-01,0.312,1.180,3.344,0.749,2.538,0.475,1.814,1.806,0.150,1.115,0.719,1.170,6.014,1.667,2.140,2.275,0.690,2.379,0.769,0.204,0.998,0.194,1.620,3.280,1.489,0.410,0.313,1.643,2.871,0.475,0.801,3.478,2.043,0.506,0.733,4.525,1.154,2.075,2.151,2.373,4.872,0.465,2.863,0.144,1.350,1.051,2.331,1.877,2.001,8.721,2.744,0.177,0.821,0.935,5.391,5.466,0.985,4.393,0.203,2.365,3.194,0.273,1.611,0.986,7.980,0.416,1.702,3.272,1.971,2.184
2015-05-01,0.997,0.002,1.698,0.449,0.027,0.220,0.054,0.449,0.026,0.250,0.026,0.093,0.437,0.037,0.397,0.195,0.544,0.122,0.577,3.184,0.580,0.150,0.655,0.460,0.355,0.526,0.017,0.006,0.632,0.026,0.006,0.359,0.192,0.006,0.044,1.928,0.470,0.089,1.554,0.333,2.980,0.032,0.249,0.034,0.930,0.395,0.022,0.026,0.299,0.111,0.085,1.022,0.017,0.286,1.439,0.330,0.060,0.107,0.098,1.163,0.059,0.564,0.007,0.383,2.044,0.248,0.837,1.456,0.016,0.021
2015-06-01,0.000,0.006,0.176,0.002,0.002,0.008,0.074,0.060,0.001,0.013,0.035,0.260,0.018,0.106,0.083,0.139,0.037,0.005,0.004,0.141,0.001,0.001,0.038,0.000,0.000,0.181,0.011,0.037,0.017,0.077,0.043,0.040,0.162,0.064,0.013,0.135,0.005,0.132,0.018,0.011,0.045,0.019,0.136,0.000,0.051,0.084,0.000,0.018,0.013,0.058,0.022,0.021,0.040,0.000,0.001,0.012,0.197,0.000,0.008,0.270,0.006,0.004,0.002,0.005,0.000,0.097,0.064,0.086,0.051,0.038
2015-07-01,0.000,0.001,0.006,0.007,0.001,0.007,0.000,0.001,0.000,0.005,0.006,0.098,0.002,0.017,0.041,0.000,0.001,0.000,0.004,0.215,0.002,0.039,0.118,0.001,0.005,0.011,0.007,0.006,0.000,0.000,0.356,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.004,0.004,0.011,0.007,0.013,0.001,0.018,0.164,0.001,0.000,0.063,0.005,0.001,0.000,0.000,0.005,0.000,0.001,0.000,0.000,0.005,0.005,0.078,0.000,0.001,0.001,0.021,0.000,0.527,0.007,0.000,0.000
2015-08-01,0.000,0.016,0.052,0.057,0.106,0.000,0.228,0.004,0.000,0.012,0.006,0.001,0.071,0.050,0.020,0.021,0.004,0.010,0.001,0.005,0.002,0.096,0.010,0.002,0.001,0.000,0.001,0.000,0.005,0.000,0.028,0.000,0.000,0.002,0.000,0.001,0.005,0.000,0.010,0.004,0.017,0.010,0.007,0.046,0.010,0.005,0.002,0.006,0.226,0.000,0.004,0.001,0.004,0.046,0.000,0.006,0.001,0.010,0.002,0.088,0.001,0.002,0.001,0.007,0.005,0.000,0.001,0.032,0.104,0.024
2015-09-01,0.026,0.048,0.000,0.219,0.896,0.008,0.175,0.000,0.213,0.110,0.081,0.001,0.008,0.002,0.033,0.783,0.005,0.002,0.043,0.534,0.000,0.061,0.416,0.391,0.081,0.004,0.006,0.000,0.005,0.001,0.001,0.000,0.032,0.018,0.004,0.064,0.000,0.045,2.856,0.027,0.025,0.184,0.234,0.223,0.112,0.001,0.193,1.342,0.006,0.044,0.041,0.219,0.052,0.001,0.001,0.403,0.005,0.005,0.005,0.471,0.008,0.002,0.007,0.007,0.031,0.015,0.281,0.008,0.009,0.130
2015-10-01,0.901,0.071,0.038,1.588,0.001,0.001,0.802,0.564,1.070,0.890,0.035,0.015,1.595,0.001,0.164,1.313,1.648,0.321,0.774,2.288,0.007,1.238,0.204,0.117,0.002,0.111,0.013,1.655,1.343,0.063,1.635,0.060,0.860,0.012,0.504,0.051,0.006,1.810,0.254,1.792,0.034,1.137,0.063,0.005,1.722,0.009,1.954,0.002,0.821,0.001,0.411,1.740,0.001,0.100,0.206,0.061,0.923,0.090,1.006,0.570,0.137,0.021,0.196,0.026,0.720,1.953,0.092,2.020,0.018,2.022
2015-11-01,2.582,4.779,0.733,8.609,1.919,1.457,1.624,1.201,2.306,0.261,1.505,3.426,0.000,0.092,2.855,0.112,0.110,0.969,0.002,4.067,4.721,5.340,1.311,1.522,0.491,6.188,3.402,0.528,2.497,0.012,2.336,0.138,0.325,1.113,2.467,4.923,0.488,1.115,3.728,2.601,2.485,4.670,1.390,1.162,1.454,3.436,4.965,1.037,3.951,1.597,6.169,4.903,0.905,2.719,2.545,0.012,6.143,3.639,2.375,2.836,0.484,1.182,0.000,1.704,2.897,5.355,0.576,0.223,2.287,0.286
2015-12-01,3.948,1.843,9.434,6.958,1.681,5.152,1.042,5.074,7.213,0.671,2.379,7.353,5.011,7.154,0.511,0.653,6.986,2.905,2.946,4.787,9.475,7.184,5.509,9.732,0.225,3.134,6.715,0.455,2.626,1.498,0.082,5.309,0.836,0.082,5.242,0.139,7.103,3.124,13.137,0.843,4.909,2.833,2.546,5.568,1.272,3.533,4.836,1.980,4.969,4.056,5.451,3.986,2.661,0.486,5.409,5.117,2.797,1.544,0.834,1.610,7.762,2.545,0.463,3.733,4.380,2.963,5.748,4.717,5.531,5.136
