date,access1-0.1.rcp85,access1-3.1.rcp85,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp85,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp85,giss-e2-r.1.rcp85,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp85,miroc5.1.rcp85,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp85,noresm1-m.1.rcp85,noresm1-me.1.rcp85
2033-05-01,0.121,0.033,0.050,0.037,0.024,0.215,0.300,0.237,0.029,0.381,0.028,1.829,0.165,0.422,0.416,0.275,0.072,0.225,0.724,0.001,0.563,0.041,0.089,2.517,0.001,0.138,0.106,0.139,2.326,2.454,0.121,0.010,1.344,0.288,0.482,0.062,0.001,0.353,1.621,0.032,0.629,0.005,0.259,0.328,0.331,0.001,0.044,0.046,0.332,0.408,1.051,0.015,0.011,0.354,0.004,0.527,0.577,0.548,0.203,0.004,0.089,0.018,0.344,1.463,0.170,0.243,0.344,0.223,0.547,2.294
2033-06-01,0.097,0.001,0.063,0.255,0.000,0.001,0.025,0.000,0.054,0.078,0.015,0.002,0.063,0.001,0.020,0.018,0.019,0.005,0.000,0.005,0.026,0.004,0.000,0.000,0.006,0.002,0.076,0.072,0.135,0.033,0.060,0.001,0.000,0.000,0.002,0.004,0.002,0.037,0.000,0.008,0.000,0.041,0.000,0.000,0.037,0.006,0.054,0.474,0.011,0.047,0.031,0.009,0.077,0.012,0.000,0.048,0.001,0.000,0.149,0.000,0.000,0.006,0.001,0.039,0.007,0.006,0.001,0.024,0.054,0.105
2033-07-01,0.000,0.001,0.001,0.002,0.010,0.000,0.417,0.026,0.006,0.110,0.001,0.006,0.001,0.175,0.010,0.051,0.018,0.077,0.046,0.007,0.000,0.001,0.005,0.004,0.121,0.039,0.463,0.000,0.013,0.000,0.012,0.000,0.000,0.023,0.006,0.000,0.006,0.000,0.004,0.028,0.007,0.133,0.001,0.023,0.001,0.000,0.001,0.002,0.001,0.000,0.026,0.013,0.001,0.366,0.000,0.001,0.006,0.000,0.002,0.000,0.000,0.001,0.001,0.105,0.000,0.001,0.011,0.001,0.002,0.043
2033-08-01,0.013,0.164,0.000,0.007,0.000,0.000,0.000,0.010,0.005,0.000,0.349,0.004,0.034,0.007,0.248,0.157,0.000,0.009,0.016,0.561,0.001,0.005,0.001,0.088,0.001,0.001,0.004,0.341,0.007,0.444,0.444,0.000,0.002,0.010,0.006,0.001,0.002,0.039,0.000,0.000,0.000,0.356,0.033,0.011,0.005,0.000,0.079,0.005,0.002,0.000,0.001,0.000,0.037,0.001,0.000,0.078,0.000,0.005,0.001,0.000,0.111,0.134,0.011,0.004,0.026,0.077,0.005,0.148,0.007,0.076
2033-09-01,0.136,0.008,0.021,0.517,0.044,0.007,0.001,0.033,0.093,0.051,0.833,0.019,0.017,0.012,0.206,0.045,0.006,0.009,0.014,0.311,0.515,0.110,0.002,0.017,0.080,0.013,0.715,0.002,0.191,0.002,0.000,0.046,0.006,1.019,0.037,0.077,0.425,0.084,0.028,0.072,0.024,0.353,0.424,0.014,0.002,1.093,0.076,0.146,0.090,0.035,0.001,0.948,0.002,0.002,0.002,0.195,0.051,0.002,0.004,0.027,0.087,0.183,0.314,0.028,2.830,1.179,0.785,0.048,0.006,0.013
2033-10-01,1.595,0.472,0.917,0.211,0.683,0.005,0.002,0.040,0.001,1.336,0.041,0.016,0.005,0.001,1.815,0.397,1.836,0.063,1.094,0.037,0.148,1.513,1.909,0.633,0.188,0.016,0.087,0.121,0.463,0.110,0.001,0.162,0.012,0.155,1.197,0.734,0.404,0.356,0.088,0.561,1.118,0.886,0.071,0.070,2.113,0.406,0.150,0.637,0.926,1.202,0.882,1.014,0.582,1.203,0.486,1.322,1.263,0.611,0.026,1.023,0.105,0.472,3.597,1.022,0.010,2.035,0.001,0.001,0.520,0.897
2033-11-01,0.787,3.189,1.272,1.094,0.481,1.838,1.270,1.649,3.400,3.115,1.174,0.123,0.103,3.519,0.607,0.022,0.994,2.117,5.631,6.209,6.403,2.021,0.340,2.106,0.077,0.033,1.097,1.782,1.285,0.902,1.391,3.339,2.828,0.099,0.384,0.021,0.815,0.126,2.864,0.092,5.331,6.360,3.222,1.854,6.476,0.337,4.518,2.590,0.177,1.331,0.250,3.071,2.145,2.681,0.220,1.051,1.668,1.545,1.762,0.302,3.705,5.192,5.369,5.026,3.521,0.000,3.240,0.693,1.706,1.375
2033-12-01,7.018,7.979,2.060,6.178,0.082,7.469,0.477,2.883,0.493,10.252,0.614,3.774,5.393,0.838,3.904,3.301,4.682,8.842,3.738,2.658,4.117,9.628,0.082,4.317,1.770,0.095,5.163,5.729,3.896,5.247,2.280,2.778,6.339,2.091,5.269,2.808,2.265,3.834,2.935,0.356,7.617,5.324,2.489,1.611,0.808,1.593,12.567,1.507,1.111,0.942,1.532,9.548,2.177,7.361,4.089,1.345,7.091,2.681,4.964,1.573,1.241,0.110,2.628,1.839,9.798,0.974,8.454,0.591,1.003,8.055
2034-01-01,11.568,6.122,3.478,3.931,0.358,3.818,1.411,8.868,9.747,11.548,4.061,4.200,3.244,3.649,14.387,11.230,9.252,3.373,7.043,8.591,1.843,10.285,12.127,2.583,6.951,4.607,1.098,4.336,5.606,7.926,4.174,2.310,6.282,0.814,0.375,2.385,1.938,6.842,6.445,2.652,2.143,9.248,2.270,1.611,14.050,0.919,1.545,0.322,6.218,10.250,3.410,10.891,12.481,7.213,2.991,6.626,6.560,9.841,4.832,7.323,1.511,3.907,9.443,8.256,5.001,12.827,3.182,5.841,0.439,9.944
2034-02-01,1.541,10.447,4.379,0.440,0.907,16.208,0.582,2.169,10.903,10.332,5.971,1.142,7.047,6.043,2.594,5.603,7.420,5.339,3.143,5.180,0.405,1.318,14.093,6.003,1.232,0.474,2.080,1.849,5.902,2.580,2.720,2.329,2.553,2.453,6.128,3.292,2.915,1.894,7.451,7.066,10.388,2.521,3.662,0.023,11.263,0.037,8.047,2.618,0.046,7.843,8.674,1.786,2.039,0.978,0.527,0.023,3.492,3.758,8.711,0.450,0.033,3.661,7.710,9.711,4.779,4.483,5.374,7.115,7.337,6.149
2034-03-01,1.632,0.889,3.178,8.947,0.070,2.028,3.150,1.513,3.021,1.549,4.911,4.417,2.551,2.702,0.305,4.208,2.119,5.049,7.846,1.490,4.823,0.238,3.614,0.201,7.984,0.076,2.554,0.736,2.626,2.014,5.117,0.312,1.340,1.685,0.236,0.577,3.234,1.407,5.071,3.029,4.862,2.132,1.825,0.278,6.482,2.725,1.966,0.304,3.486,1.577,6.436,1.851,1.993,3.764,0.256,4.565,7.591,0.472,4.709,0.278,9.435,0.513,5.636,4.234,7.351,3.077,8.554,0.116,1.904,2.768
2034-04-01,0.552,0.371,3.146,0.539,3.915,5.841,2.183,1.167,0.635,5.936,5.855,3.175,0.480,1.818,2.159,1.400,0.139,2.728,0.893,3.248,0.198,0.208,0.673,0.540,1.537,0.261,2.496,0.262,2.145,0.165,0.513,0.920,2.733,4.772,1.838,0.515,3.831,0.204,0.716,1.297,1.115,4.491,1.951,0.474,0.745,0.237,1.945,0.794,5.326,3.775,2.891,0.183,1.933,0.899,4.630,1.665,0.248,4.311,0.617,0.488,2.101,1.676,1.964,0.604,0.291,1.615,0.451,0.180,1.033,0.707
2034-05-01,0.005,0.389,0.589,0.932,0.137,0.270,0.009,0.028,0.015,0.168,0.072,0.788,0.115,1.242,0.622,3.787,0.006,0.090,0.383,0.021,0.001,0.907,0.005,0.001,0.017,0.028,1.092,1.861,0.065,0.000,0.049,0.200,0.046,0.026,1.727,0.066,0.403,0.092,0.599,0.035,2.027,0.176,2.656,0.109,2.255,0.013,1.772,0.878,0.258,0.089,1.570,0.275,0.843,0.031,0.077,0.071,0.009,0.059,0.010,0.275,0.077,0.242,0.005,0.272,0.009,1.781,0.024,0.472,0.452,0.040
2034-06-01,0.006,0.014,0.100,0.037,0.040,0.009,0.008,0.044,0.065,0.007,0.030,0.063,0.033,0.017,0.078,0.008,0.007,0.019,0.001,0.005,0.065,0.366,0.001,0.002,0.236,0.000,0.009,0.012,0.043,0.018,0.004,0.002,0.430,0.006,0.157,0.039,0.065,0.157,0.007,0.001,0.126,0.051,0.021,0.000,0.004,0.000,0.107,0.004,0.020,0.028,0.112,0.000,0.107,0.034,0.007,0.000,0.008,0.001,0.004,0.001,0.001,0.002,0.013,0.006,0.005,0.006,0.001,0.027,0.056,0.030
2034-07-01,0.000,0.001,0.031,0.000,0.052,0.001,0.006,0.001,0.010,0.000,0.159,0.304,0.001,0.004,0.044,0.065,0.005,0.001,0.010,0.010,0.000,0.002,0.001,0.001,0.000,0.107,0.011,0.001,0.004,0.000,0.005,0.001,0.000,0.104,0.106,0.011,0.037,0.002,0.000,0.023,0.279,0.376,0.007,0.001,0.020,0.001,0.000,0.005,0.007,0.004,0.155,0.000,0.004,0.002,0.142,0.002,0.007,0.001,0.002,0.005,0.002,0.000,0.001,0.004,0.017,0.010,0.000,0.006,0.071,0.149
2034-08-01,0.000,0.001,0.000,0.002,0.009,0.001,0.000,0.131,0.020,0.033,0.000,0.002,0.018,0.060,0.077,0.022,0.002,0.010,0.023,0.001,0.004,0.216,0.002,0.000,0.004,0.048,0.001,0.001,0.024,0.004,0.002,0.009,0.022,0.001,0.000,0.007,0.000,0.005,0.110,0.000,0.063,0.006,0.011,0.000,0.009,0.001,0.000,0.004,0.002,0.001,0.035,0.005,0.028,0.001,0.002,0.010,0.001,0.010,0.000,0.004,0.000,0.002,0.017,0.013,0.004,0.002,0.001,0.004,0.018,0.021
2034-09-01,0.148,0.899,0.126,0.000,0.326,0.169,0.013,0.037,0.151,0.074,0.011,0.021,0.008,0.174,0.002,0.159,0.044,0.084,0.030,0.053,0.001,0.012,0.004,0.057,0.398,0.006,0.263,1.390,0.006,0.071,0.060,0.472,0.040,0.145,0.000,0.092,0.004,0.004,0.028,0.000,1.545,0.005,0.100,0.019,0.084,0.076,0.002,0.054,0.046,0.000,0.002,0.000,0.197,0.834,0.018,0.120,0.005,0.011,0.000,1.082,0.546,0.009,0.002,1.410,0.092,0.043,0.135,0.141,0.998,0.018
2034-10-01,2.415,0.212,2.242,0.729,0.011,0.173,0.006,0.040,0.123,0.974,1.812,0.445,0.104,0.001,0.001,0.908,1.278,2.747,0.031,0.242,0.588,0.643,1.144,1.125,0.067,0.029,0.007,0.016,0.541,0.249,0.906,1.576,1.026,1.053,0.453,2.296,1.227,0.223,0.294,0.002,0.076,0.001,0.114,0.563,1.836,0.001,0.925,0.073,0.157,0.106,0.010,1.397,1.148,0.974,0.895,1.120,0.015,2.063,0.648,0.050,0.001,0.007,1.334,2.452,0.237,0.122,1.273,2.428,1.706,0.544
2034-11-01,2.841,3.439,0.820,3.528,0.019,6.250,1.153,0.842,0.519,3.144,1.198,2.538,5.157,5.174,2.452,0.289,0.293,6.300,5.995,6.125,0.012,3.393,4.754,1.057,0.347,2.134,3.822,0.895,0.004,0.273,5.928,1.762,0.069,1.548,0.680,1.558,0.333,0.234,5.021,1.214,1.553,0.000,3.353,0.761,1.552,0.296,2.804,1.129,2.183,1.070,2.737,0.835,1.583,1.567,0.868,2.778,3.677,3.925,3.796,0.416,2.081,4.389,1.671,3.022,2.778,0.000,1.117,6.267,0.418,2.502
2034-12-01,0.305,1.873,7.158,4.438,2.356,8.569,1.607,4.557,5.180,0.199,0.452,10.483,3.666,5.805,4.938,5.048,0.193,7.291,6.909,15.131,7.030,1.281,4.604,8.415,2.205,5.243,7.790,7.385,1.073,20.165,2.808,13.061,2.485,8.701,0.793,7.890,4.742,3.419,2.459,4.429,6.787,0.607,8.912,2.262,5.132,1.616,1.959,8.896,1.020,9.877,0.082,2.941,19.006,8.165,1.931,5.127,7.208,4.259,0.686,7.444,1.983,2.296,2.639,3.528,2.437,2.078,0.133,14.276,3.486,0.398
2035-01-01,1.466,6.636,3.261,4.418,5.116,6.569,4.745,1.238,9.018,3.554,5.148,7.544,3.383,7.495,3.976,5.263,3.881,2.125,0.449,9.549,1.667,3.829,5.707,3.814,3.594,8.536,12.372,3.816,2.152,3.771,9.152,9.323,5.537,3.561,9.046,9.528,9.066,3.631,3.292,3.168,12.828,2.821,0.936,9.269,5.366,3.865,9.886,8.847,1.843,11.464,8.942,8.117,0.683,5.532,7.456,7.316,4.054,6.865,2.370,4.092,7.933,9.666,3.669,8.941,8.150,3.456,2.253,13.181,17.585,6.885
2035-02-01,3.821,1.812,2.457,0.609,2.454,2.646,1.425,0.971,10.155,4.935,0.765,1.941,10.170,1.543,2.470,2.584,5.201,2.711,1.570,1.184,1.662,5.847,6.884,1.464,1.210,0.523,1.870,1.923,5.015,5.482,6.810,4.537,9.282,5.789,4.986,10.969,0.786,2.768,1.963,5.937,3.410,6.452,14.396,3.632,4.381,8.099,8.204,1.455,0.047,5.322,1.342,1.045,9.896,2.651,0.386,4.024,0.935,7.403,3.413,10.284,3.957,1.787,3.310,1.819,1.163,0.536,3.284,2.336,2.873,7.650
2035-03-01,0.419,2.598,9.075,5.508,1.786,2.491,5.977,3.879,2.446,0.159,0.389,4.211,6.471,2.186,4.461,5.060,3.318,0.239,0.391,0.121,4.314,1.939,0.493,1.271,2.779,0.123,3.741,5.255,1.332,8.512,4.187,3.126,4.939,1.777,2.547,3.549,3.615,0.492,0.249,0.267,7.796,2.135,4.604,4.203,0.343,1.789,1.922,1.633,5.279,4.410,1.307,2.149,2.401,1.604,6.599,6.229,0.299,1.872,5.176,5.160,3.069,2.497,3.737,0.265,3.226,0.253,2.172,6.421,3.121,2.739
2035-04-01,0.283,1.669,1.832,0.985,0.552,2.708,5.398,2.303,1.818,3.048,1.972,1.858,0.533,0.790,1.698,0.144,1.089,1.061,0.457,0.423,0.257,0.541,0.944,0.191,1.005,0.550,1.853,1.867,1.801,0.874,0.914,0.645,1.448,0.234,2.372,6.441,2.633,0.593,0.143,0.346,1.029,0.288,2.112,1.488,0.484,0.462,0.958,1.111,4.848,2.829,2.211,0.718,1.721,0.420,4.480,5.835,6.054,3.030,0.159,6.093,0.776,0.964,1.661,5.692,0.185,2.122,0.478,1.285,4.265,3.803
2035-05-01,0.200,0.027,0.351,0.288,0.007,0.022,0.005,0.013,0.311,3.029,0.333,0.406,0.031,0.466,0.697,0.037,0.162,0.013,0.164,0.031,0.237,2.821,0.067,0.101,0.006,2.490,2.335,1.775,0.262,0.038,0.915,0.696,0.981,0.012,0.217,0.367,0.022,0.016,0.362,0.041,0.027,0.002,0.314,0.100,0.288,0.096,0.035,0.308,1.604,1.008,0.848,0.391,0.660,0.017,0.115,3.296,0.155,0.018,0.458,1.152,0.002,0.013,0.023,0.603,0.469,0.436,0.073,0.773,0.002,0.356
2035-06-01,0.039,0.035,0.038,0.009,0.012,0.017,0.039,0.037,0.099,0.001,0.026,0.019,0.061,0.063,0.000,0.002,0.024,0.000,0.019,0.007,0.008,0.012,0.278,0.037,0.026,0.001,0.105,0.004,0.050,0.005,0.015,0.001,0.004,0.000,0.013,0.002,0.002,0.001,0.030,0.000,0.135,0.097,0.013,0.000,0.001,0.002,0.004,0.008,0.019,0.013,0.024,0.000,0.027,0.067,0.001,0.063,0.002,0.112,0.188,0.051,0.034,0.001,0.001,0.032,0.096,0.000,0.069,0.000,0.054,0.034
2035-07-01,0.006,0.001,0.000,0.101,0.004,0.040,0.001,0.015,0.300,0.072,0.016,0.001,0.002,0.010,0.000,0.011,0.028,0.052,0.005,0.005,0.000,0.000,0.046,0.001,0.001,0.001,0.039,0.000,0.002,0.022,0.007,0.007,0.000,0.002,0.002,0.001,0.002,0.007,0.012,0.000,0.010,0.398,0.010,0.001,0.054,0.564,0.000,0.005,0.001,0.000,0.001,0.011,0.002,0.118,0.469,0.004,0.000,0.240,0.377,0.000,0.000,0.000,0.001,0.005,0.005,0.001,0.001,0.060,0.009,0.011
2035-08-01,0.001,0.024,0.001,0.000,0.006,0.004,0.017,0.000,0.038,0.027,0.103,0.000,0.002,0.000,0.012,0.007,0.236,0.155,0.012,0.114,0.114,0.002,0.000,0.179,0.027,0.001,0.071,0.195,0.006,0.016,0.054,0.004,0.000,0.016,0.001,0.007,0.001,0.010,0.002,0.000,0.015,0.311,0.000,0.012,0.002,0.009,0.077,0.001,0.015,0.002,0.013,0.021,0.002,0.052,0.011,0.009,0.413,0.004,0.000,0.009,0.072,0.010,0.000,0.002,0.000,0.001,0.005,0.000,0.000,0.002
2035-09-01,0.002,0.089,0.644,0.493,0.035,0.059,0.009,0.022,0.012,0.070,0.379,0.027,0.202,0.104,0.018,0.008,0.177,0.105,0.000,0.005,0.007,0.038,0.004,0.001,0.027,0.005,0.001,0.002,0.745,0.005,0.021,0.287,0.345,0.155,0.027,0.079,0.007,0.202,1.010,0.000,0.002,0.059,0.037,0.013,0.005,1.033,0.001,0.078,0.073,0.027,0.089,0.030,0.149,0.027,0.077,0.115,0.000,0.002,0.265,0.039,0.001,0.006,0.000,1.067,0.222,0.000,0.751,0.235,0.113,0.011
2035-10-01,0.559,1.540,0.797,2.190,0.592,0.060,0.033,0.432,0.417,2.114,0.011,0.001,1.659,0.452,1.617,0.029,1.329,1.588,0.826,0.272,0.481,0.061,0.018,1.061,0.496,1.025,0.151,0.001,1.705,2.791,1.732,1.950,0.455,0.434,0.917,0.011,0.013,0.394,0.016,1.795,0.094,0.067,1.074,1.938,2.147,0.055,0.431,0.198,1.183,0.104,1.444,1.782,1.006,0.103,1.787,1.139,0.508,0.978,0.605,0.167,1.450,0.387,0.089,1.743,0.589,0.028,0.489,0.017,1.011,0.763
2035-11-01,4.990,0.977,4.122,1.778,2.043,0.000,0.005,3.143,2.467,2.104,0.345,0.011,4.401,0.481,0.343,2.425,0.004,2.019,3.632,0.291,1.861,1.476,6.694,1.114,4.844,0.177,0.035,2.315,0.005,0.000,0.120,3.187,4.824,1.632,5.538,0.765,1.980,2.960,4.792,1.154,0.259,6.074,0.000,1.907,5.396,0.966,3.035,1.470,3.429,2.499,0.521,6.765,3.187,0.002,3.665,3.406,4.457,0.482,6.174,2.780,1.664,0.574,0.256,0.817,3.676,1.444,0.470,4.620,5.381,0.116
2035-12-01,3.809,5.563,6.993,0.910,1.502,3.919,1.311,3.371,3.703,2.120,2.284,5.384,8.719,4.970,6.091,6.035,13.417,2.780,5.523,17.137,2.935,0.588,0.616,3.968,15.335,10.193,11.894,5.473,5.137,1.817,11.098,2.158,3.057,2.071,5.050,1.212,5.608,0.236,6.141,1.504,0.395,2.309,24.917,5.320,1.712,1.655,14.825,6.410,1.737,19.116,1.873,4.530,0.431,4.998,2.191,0.082,3.046,2.213,3.290,7.078,1.612,6.865,3.489,3.740,10.738,5.663,6.919,3.669,0.997,1.871
2036-01-01,1.408,2.194,3.564,12.587,3.560,1.932,5.702,0.398,5.154,11.695,4.770,0.301,14.657,2.463,3.593,2.031,11.535,0.277,4.360,11.515,0.282,0.360,3.449,5.957,6.044,2.257,1.443,3.733,2.205,2.475,6.223,3.004,4.844,8.241,8.997,1.595,1.903,4.541,3.594,5.468,6.974,4.383,11.637,7.882,21.965,3.172,1.068,4.372,2.973,12.017,4.097,2.260,3.570,4.505,1.831,12.266,11.446,9.254,9.235,3.864,7.492,2.562,4.280,5.159,5.315,11.981,3.449,7.903,1.140,8.729
2036-02-01,2.499,10.730,8.195,0.160,5.009,0.150,11.114,0.024,18.348,9.425,13.782,0.807,20.758,7.887,8.810,7.247,5.809,2.655,1.273,10.553,1.420,3.523,2.862,2.343,5.636,7.097,6.265,3.563,0.338,8.410,10.582,3.211,1.243,2.247,5.509,2.668,0.352,8.130,2.102,1.400,1.608,2.965,9.911,1.305,6.469,1.910,2.560,3.498,6.412,5.022,8.901,7.954,10.234,4.577,6.724,7.610,8.044,2.015,11.363,8.803,3.559,0.397,2.792,6.234,4.690,8.815,13.939,10.748,8.201,2.478
2036-03-01,1.432,3.100,9.803,0.070,1.311,5.514,3.945,0.127,0.124,1.821,2.655,2.775,10.552,3.631,3.162,9.129,0.284,2.511,2.286,1.375,1.258,4.969,0.094,2.364,2.511,0.359,2.913,4.551,2.259,2.155,5.602,5.043,1.452,5.063,2.222,6.296,0.134,0.070,7.353,0.132,5.536,4.518,0.310,5.346,0.242,1.875,3.476,1.606,6.093,1.844,1.179,4.366,0.830,5.565,4.003,1.173,0.072,12.514,2.014,3.124,4.702,2.274,8.282,0.200,1.877,3.921,8.410,0.549,0.433,2.116
2036-04-01,1.106,5.545,0.208,1.004,0.513,1.678,0.497,0.285,0.905,1.892,0.651,0.139,2.409,1.234,4.113,1.612,4.938,1.607,0.170,1.716,2.504,0.435,0.930,0.534,0.305,1.894,5.793,2.209,0.159,1.396,2.235,0.418,0.972,0.643,1.250,1.281,5.539,1.380,0.438,5.040,1.871,2.294,1.798,5.922,0.565,1.527,1.559,3.582,1.658,6.656,2.115,0.209,1.954,1.346,1.494,0.674,1.723,4.278,1.084,0.437,0.859,0.210,0.539,1.863,2.435,1.211,0.325,4.670,1.532,4.193
2036-05-01,0.070,0.032,0.000,0.586,0.211,0.012,0.920,0.018,0.301,0.284,0.300,2.144,0.499,0.676,0.272,0.239,0.373,0.032,1.091,0.062,0.099,0.350,0.024,0.039,0.028,0.013,2.347,0.321,0.020,0.323,1.040,0.020,0.031,0.474,0.024,0.074,0.188,0.199,0.122,0.041,0.117,0.281,0.033,0.095,0.333,0.625,0.022,0.054,0.485,0.338,0.546,0.006,0.033,0.273,0.029,0.040,0.190,0.663,0.301,0.011,0.251,0.031,0.046,0.034,0.073,0.168,1.302,0.300,0.504,0.287
2036-06-01,0.060,0.004,0.004,0.052,0.047,0.014,0.066,0.001,0.001,0.021,0.013,0.005,0.004,0.006,0.051,0.145,0.015,0.006,0.360,0.004,0.001,0.005,0.035,0.000,0.028,0.056,0.109,0.060,0.007,0.033,0.000,0.064,0.001,0.011,0.030,0.005,0.004,0.229,0.000,0.247,0.004,0.033,0.007,0.020,0.017,0.137,0.013,0.009,0.026,0.039,0.103,0.001,0.006,0.005,0.001,0.040,0.156,0.007,0.164,0.035,0.000,0.001,0.000,0.050,0.000,0.004,0.124,0.009,0.128,0.001
2036-07-01,0.001,0.000,0.007,0.012,0.304,0.312,0.023,0.066,0.004,0.072,0.017,0.050,0.000,0.009,0.005,0.084,0.000,0.002,0.000,0.068,0.010,0.087,0.002,0.000,0.001,0.000,0.002,0.009,0.000,0.005,0.000,0.007,0.001,0.001,0.002,0.009,0.050,0.001,0.010,0.000,0.001,0.001,0.000,0.000,0.009,0.200,0.001,0.055,0.006,0.004,0.001,0.000,0.002,0.359,0.000,0.005,0.001,0.000,0.011,0.015,0.011,0.000,0.009,0.000,0.286,0.033,0.000,0.002,0.005,0.331
2036-08-01,0.110,0.007,0.011,0.002,0.000,0.029,0.001,0.035,0.002,0.009,0.001,0.002,0.051,0.011,0.000,0.017,0.001,0.077,0.004,0.000,0.005,0.031,0.007,0.000,0.000,0.001,0.000,0.001,0.155,0.001,0.002,0.000,0.001,0.001,0.040,0.015,0.011,0.173,0.009,0.068,0.000,0.004,0.001,0.006,0.002,0.132,0.094,0.350,0.016,0.023,0.002,0.001,0.332,0.009,0.002,0.045,0.001,0.004,0.128,0.004,0.000,0.073,0.000,0.001,0.002,0.001,0.099,0.000,0.001,0.004
2036-09-01,0.002,0.513,0.707,1.263,0.065,0.018,0.040,0.066,0.072,0.054,0.034,0.050,0.004,0.322,0.005,0.562,0.005,0.013,0.008,0.135,0.151,0.033,0.005,0.043,0.172,0.002,0.001,0.005,0.176,1.372,0.002,0.063,0.484,0.163,0.152,0.846,0.001,0.064,0.888,0.000,0.024,0.000,0.005,0.096,0.054,0.067,0.004,0.056,0.327,0.045,0.069,0.015,0.013,0.025,0.011,0.128,0.035,0.000,0.070,0.001,0.041,0.000,0.050,0.008,0.377,0.878,0.178,0.063,0.004,0.180
2036-10-01,0.398,0.054,0.536,1.738,1.180,0.458,0.593,0.065,0.001,1.103,0.033,0.100,0.006,1.068,0.965,0.167,0.658,0.087,0.786,0.106,0.155,0.004,0.012,0.072,0.583,1.668,0.896,0.506,0.433,0.081,1.180,0.033,3.803,1.750,1.736,1.163,0.022,0.812,0.018,0.029,2.447,0.031,1.965,0.001,2.492,2.752,0.001,1.056,0.269,0.088,0.736,1.139,0.413,0.188,0.884,0.072,0.057,0.006,0.016,0.153,1.256,0.007,0.011,0.001,0.079,1.970,0.009,1.876,3.054,1.153
2036-11-01,2.705,2.391,0.149,1.467,0.511,1.628,3.537,0.237,0.052,0.346,0.827,1.172,0.435,6.196,1.183,0.351,1.808,3.437,0.964,0.307,0.549,2.914,4.205,1.251,0.552,1.682,0.056,2.550,0.904,1.338,1.117,4.160,3.585,0.554,1.245,2.419,3.970,2.153,0.118,2.956,1.558,4.492,6.033,2.693,2.961,1.817,0.254,3.573,0.334,1.102,1.093,2.382,1.697,5.328,3.291,2.726,6.109,0.000,1.819,0.482,0.733,0.546,4.224,0.234,0.223,2.831,0.588,1.675,10.142,1.482
2036-12-01,0.849,1.506,0.383,5.670,1.593,9.186,2.386,2.875,1.079,7.768,5.540,6.086,10.096,5.186,6.157,6.079,2.390,2.430,7.552,3.777,1.144,13.225,5.230,6.097,1.704,3.650,1.413,5.214,1.964,7.800,10.639,2.761,0.448,1.745,1.775,4.829,0.165,3.420,5.292,2.595,7.561,5.175,3.949,2.908,8.712,5.333,1.019,4.322,1.571,8.047,7.475,5.298,7.888,2.158,4.919,6.089,13.451,2.956,1.455,9.350,0.322,1.527,2.457,0.718,1.217,0.258,1.405,3.804,8.470,1.146
