year,month,date,access1-0.1.rcp85,access1-3.1.rcp85,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp85,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp85,giss-e2-r.1.rcp85,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp85,miroc5.1.rcp85,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp85,noresm1-m.1.rcp85,noresm1-me.1.rcp85
1976,8,1976-08-01,0.006,0.001,0.141,0.179,0.002,0,0.003,0.007,0.089,0.134,0.014,0.001,0.007,0.003,0.003,0,0,0.05,0,0.002,0.001,0.001,0.003,0.002,0,0.002,0,0.106,0.016,0.014,0.001,0.034,0.009,0.002,0.037,0,0.013,0,0,0.011,0.086,0.014,0,0.001,0,0,0.002,0.033,0,0.24,0.009,0.017,0.005,0,0.007,0.004,0.005,0.007,0.002,0,0.008,0.069,0.025,0.003,0.016,0.164,0.001,0.001,0.002,0.001
1976,9,1976-09-01,0.036,0.004,1.568,0.171,0.003,0.218,0.002,0.018,0.003,0,1.224,0.137,0.119,0.025,0.179,0.312,0.013,0.036,0.002,0.001,0.038,0.044,0.002,0.11,0.034,0.023,0.163,0.738,0.003,0,0.073,0.045,0.14,0.066,0.014,0.005,0.102,0.019,0,0,0.091,0.032,0.125,0.065,0.162,0.968,1.568,0.027,0.014,0.112,0.004,0.095,0.006,0.013,0.001,0.001,0.1,0.146,0.05,0,0.111,0.052,0.038,0.041,0.049,0.02,0.005,0.121,0.003,0.559
1976,10,1976-10-01,0.142,1.249,0.538,1.718,0.591,0.642,0.334,0.988,1.44,0.001,0.338,1.049,0.176,0.052,0.146,0.116,0.209,0.094,0.3,0.022,0.099,0.188,1.47,1.499,0.008,0.701,0.908,0.495,1.51,0.695,0.524,1.087,0.037,1.085,1.245,0.013,0.151,0.754,0.331,0.045,0.012,1.398,0.14,0.144,0.608,0.017,0.369,0.591,1.482,0.022,0.606,0.1,1.587,1.019,0.149,3.091,1.343,1.545,0.587,0.049,1.532,0.041,0.035,0.054,0.223,0.041,1.914,0.986,1.465,0.014
1976,11,1976-11-01,0.243,4.434,0.632,0.842,1.924,0.701,0.26,2.305,4.435,1.066,1.178,2.759,0.234,3.196,4.537,3.84,0.316,3.443,1.876,3.669,1.37,0.904,2.458,4.069,0.064,1.112,1.252,4.495,1.207,1.388,0.468,2.524,3.749,2.744,1.739,1.515,2.006,1.96,0.837,3.941,4.187,1.976,0.001,2.549,2.919,4.451,1.437,2.002,0.639,4.715,1.017,2.237,3.092,2.819,4.489,1.515,1.52,4.461,0.344,0.316,5.562,2.329,4.011,5.147,2.839,1.673,0.542,0.289,2.549,1.085
1976,12,1976-12-01,7.913,5.554,1.392,1.187,7.297,2.604,2.436,4.273,0.255,1.912,3.002,4.689,2.38,6.128,7.254,5.429,3.532,4.528,6.38,6.075,2.961,4.018,8.608,3.929,5.165,0.433,0.878,1.926,4.304,0.819,3.438,4.305,2.491,1.689,1.896,2.007,2.549,2.071,2.992,3.992,2.034,4.209,0.674,1.356,5.357,4.281,1.775,1.533,2.02,0.323,1.349,1.759,4.653,0.539,5.366,0.387,1.794,0.246,2.307,1.626,1.437,4.399,6.041,4.037,1.298,1.878,3.275,4.217,1.903,2.987
1977,1,1977-01-01,0.275,1.693,5.412,2.36,6.056,1.469,2.053,3.475,10.477,8.194,7.039,5.098,1.308,5.23,10.096,8.787,2.047,7.739,2.491,2.61,5.028,5.152,3.526,5.323,2.919,3.159,7.22,1.439,3.086,9.019,3.453,5.792,1.939,7.774,1.928,0.303,1.732,2.947,5.984,2.918,8.648,2.891,5.45,0.227,2.506,1.017,10.074,0.625,5.651,3.013,0.833,3.893,4.243,3.126,6.292,4.666,1.601,2.919,10.728,3.255,2.255,10.515,2.58,5.342,2.63,2.355,5.032,2.822,1.563,9.465
1977,2,1977-02-01,2.075,1.153,6.681,2.517,1.912,2.003,0.756,5.076,7.044,5.511,3.425,8.062,1.133,2.055,0.144,1.895,1.311,10.355,1.329,4.636,0.197,5.692,10.579,6.446,3.089,4.367,7.194,1.443,1.824,5.451,9.958,2.09,0.967,10.579,2.148,7.394,1.899,4.741,4.603,0.021,8.908,1.18,2.817,0.052,9.536,6.927,10.376,9.497,2.473,3.074,6.696,1.328,3.806,0.548,8.599,1.938,2.606,9.775,2.391,9.601,5.588,2.747,0.413,0.029,7.885,6.463,0.328,4.151,0.197,1.806
1977,3,1977-03-01,0.38,0.208,1.822,0.278,2.514,1.064,1.15,2.238,2.73,5.937,1.717,0.798,1.608,5.599,0.097,1.946,2.179,0.271,0.239,4.591,2.486,2.166,1.917,1.907,1.179,4.256,6.757,2.05,2.52,5.418,2.489,2.118,0.257,3.339,0.085,7.093,0.214,0.261,2.674,3.534,2.701,1.717,0.125,4.558,3.383,4.122,2.494,0.057,2.224,2.436,1.455,1.611,6.287,0.057,3.632,0.525,0.19,5.046,0.114,0.152,0.932,3.259,2.17,1.934,1.778,5.669,1.116,2.159,2.55,1.397
1977,4,1977-04-01,0.253,0.738,1.272,2.869,4.575,0.256,1.619,0.362,2.128,0.731,0.396,0.318,1.345,0.511,1.397,0.478,0.641,1.016,2.444,1.475,4.474,2.057,0.251,1.813,0.246,0.727,0.61,1.638,0.218,0.482,1.643,1.796,0.824,0.266,1.441,1.977,1.629,1.134,1.111,0.698,0.51,2.727,3.513,0.48,0.532,1.55,2.278,3.259,0.411,2.975,0.596,2.07,0.93,0.473,1.306,0.118,1.53,1.202,0.738,0.459,3.201,1.595,0.678,2.074,0.326,0.704,1.246,4.739,0.651,0.225
1977,5,1977-05-01,0.026,0.008,0.618,0.346,0.19,0.005,0.024,0.271,1.257,0.036,0.701,0.134,1.734,0.297,0.538,0.314,1.253,0.022,0.022,0.056,0.036,0.243,0.149,0.56,0.227,0.156,0.015,0.369,0.121,0.251,2.246,0.25,0.017,0.011,0.873,0.013,0.186,0.003,0.241,0.44,0.179,0.298,0.098,0.104,0.252,0.231,0.011,0.015,0.07,0.054,0.553,0.084,1.172,0.05,2.763,1.53,0.414,0.227,2.095,0.239,0.939,0,0.488,0.327,0.022,0.005,0.043,0.842,0.027,0.049
1977,6,1977-06-01,0.002,0.024,0.008,0.159,0.229,0.203,0.108,0.005,0.073,0,0.035,0.056,0.013,0.125,0.04,0.046,0.138,0.013,0,0.02,0.001,0.035,0.177,0.084,0.01,0.005,0.001,0.16,0.005,0.012,0,0,0.002,0,0.218,0.062,0.042,0.002,0.005,0,0.096,0.18,0.217,0.013,0,0.077,0.001,0.01,0.015,0.112,0,0.002,0.027,0.065,0.001,0.033,0.009,0.001,0.006,0.019,0.037,0.037,0.034,0.049,0.015,0.047,0,0.004,0.086,0.006
1977,7,1977-07-01,0.01,0,0.001,0.005,0.011,0.005,0.05,0.003,0.001,0,0,0.008,0.001,0,0.058,0.001,0.008,0.002,0.001,0,0.004,0,0.004,0.001,0.002,0,0,0.006,0,0.068,0.001,0.001,0.008,0.019,0.001,0.01,0.001,0,0.005,0,0.001,0.006,0.001,0.027,0.01,0,0.001,0,0,0.009,0.007,0.007,0,0,0.001,0,0.001,0.001,0.003,0.002,0,0,0.002,0,0.013,0.01,0.001,0,0.001,0.023
1977,8,1977-08-01,0.012,0.004,0,0.002,0.013,0,0.005,0,0.066,0.002,0.004,0.002,0.309,0.009,0.006,0.072,0.005,0,0.026,0.001,0.003,0,0.278,0,0.002,0.001,0,0.001,0.001,0.005,0,0,0,0.005,0.001,0,0.033,0.001,0.001,0,0.009,0.001,0.001,0,0.002,0.001,0.002,0,0.002,0.005,0,0,0,0.001,0.002,0,0.087,0.131,0.006,0,0.004,0.003,0,0.007,0.002,0,0.007,0.004,0.123,0.003
1977,9,1977-09-01,0.091,0.019,0,0.002,0.069,0.018,0.448,0.049,0.016,0.02,0.513,0.209,0.201,0.041,0.014,0.009,0.007,0.003,0.314,0.001,0.007,0.003,0.003,0.306,0.017,0.018,0.09,0.361,0.002,0.001,0.003,0.001,0.007,0,0.08,0.01,0.065,0.088,0.154,0.037,0.063,0.003,0.006,0.058,0,0.001,0.002,0.003,0.717,0.017,0.768,0.004,0.235,0,0.061,0.867,0,0.001,0.002,0.067,0.078,1.098,0.001,0.001,0.627,1.568,0.092,0,0.196,0.15
1977,10,1977-10-01,0.056,0.167,0.001,0.033,0.796,0.927,0.18,0.439,0.011,1.544,0.727,0.78,2.654,1.548,1.433,0.062,0.143,0.002,0.027,0.007,0.202,1.582,0.194,0.794,1.127,1.382,0.111,0.997,0.647,1.245,0.029,0.066,0.18,0.869,0.327,1.042,0.001,0.138,0.432,0.982,0.292,0.324,0.015,1.385,0.071,1.752,1.76,0.444,0.003,1.614,0.084,1.559,3.004,0.874,0.419,1.156,0.448,0.04,0.15,0.234,2.648,1.207,1.419,0.496,0.834,0.076,0.167,0.383,1.362,0.017
1977,11,1977-11-01,0.46,5.562,0.411,0.186,4.2,2.37,0.178,2.724,3.006,3.883,2.645,0.272,2.275,1.724,1.884,0.174,1.12,0.019,1.22,2.614,0.019,0.603,0.823,0.256,0.827,2.486,3.75,0.412,4.704,0.309,1.038,4.017,1.427,3.618,0.003,1.655,1.17,5.216,1.173,0.26,5.562,4.178,0.832,0.446,5.562,2.854,0.174,1.266,0,4.232,1.318,1.018,4.213,0.246,1.736,1.363,0.057,1.48,1.614,1.766,5.259,0.991,0.325,0.323,0.97,5.146,3.226,1.119,0.016,0.075
1977,12,1977-12-01,0.199,13.275,3.524,2.207,0.539,0.465,0.748,7.913,1.874,2.711,3.339,5.408,1.328,2.17,1.989,3.25,1.794,1.74,4.874,1.727,2.666,2.31,1.698,13.935,4.358,1.539,0.209,3.039,3.772,1.409,7.016,2.185,5.632,2.613,4.14,3.751,3.354,5.429,5.883,2.954,4.095,12.992,6.07,2.603,2.303,1.043,0.919,1.265,2.636,2.186,0.68,2.131,0.713,0.417,0.774,7.021,6.166,6.333,5.289,6.578,7.59,4.107,5.106,0.822,5.903,0.067,0.306,3.639,5.969,0.381
1978,1,1978-01-01,6.894,8.138,0.833,0.227,3.277,0.676,0.296,7.581,8.046,3.101,3.585,9.821,6.332,10.894,7.646,5.521,2.659,3.539,1.353,2.585,5.764,2.403,8.102,6.424,10.075,1.384,3.061,3.239,8.287,3.608,3.075,1.303,6.711,1.859,3.104,3.324,4.875,8.831,5.396,1.598,6.118,5.305,3.062,2.399,5.971,8.233,5.533,3.694,9.499,1.759,2.896,5.441,0.344,6.349,3.001,3.896,3.804,3.304,2.783,5.833,3.976,10.477,2.588,7.279,4.355,3.045,3.038,9.74,10.894,3.078
1978,2,1978-02-01,0.524,6.334,2.104,2.572,1.289,1.674,2.952,2.105,5.02,6.438,4.527,5.835,7.304,15.221,7.586,7.098,8.484,1.384,8.974,0.921,4.412,7.125,2.106,1.651,1.902,2.002,3.82,1.013,4.328,8.359,4.058,1.191,10.119,3.392,7.069,9.127,3.589,10.144,8.622,6.573,0.504,0.505,6.26,0.637,0.512,2.912,1.629,0.355,1.11,2.854,0.493,0.984,6.795,5.192,7.291,0.74,1.79,8.435,1.903,1.743,1.866,1.915,1.951,7.803,7.246,8.933,5.189,6.031,4.411,2.952
1978,3,1978-03-01,3.463,3.258,6.459,1.601,1.272,1.996,4.568,2.65,0.057,1.374,3.287,1.53,4.948,5.732,7.639,7.19,7.709,3.544,1.053,1.117,5.277,4.12,2.702,1.316,0.279,1.788,2.22,0.996,2.315,0.576,2.281,2.641,1.357,4.539,0.423,4.556,4.169,3.585,5.875,0.057,1.413,2.14,1.721,0.494,1.339,1.916,0.901,4.828,1.79,7.597,4.619,0.189,3.256,4.934,0.247,1.048,1.416,4.534,0.217,3.468,1.439,1.304,1.695,1.249,2.948,1.54,0.113,1.546,1.001,1.144
1978,4,1978-04-01,3.24,2.768,1.018,1.589,0.514,4.12,1.069,1.767,0.942,0.473,1.87,2.974,0.164,1.85,1.726,1.733,1.655,0.536,1.5,0.493,1.626,2.015,0.752,0.367,0.752,0.855,1.959,0.194,0.211,0.163,0.994,4.106,0.347,0.667,0.708,0.539,5.024,1.96,0.118,1.41,0.306,4.739,1.905,4.024,0.164,1.324,0.587,1.875,0.775,0.359,1.013,0.955,0.164,4.251,0.529,4.475,1.938,1.636,0.329,0.781,5.046,4.29,2.163,0.779,1.56,1.937,0.471,0.148,1.612,0.294
1978,5,1978-05-01,0.973,0.01,0.001,0.268,0.175,0.015,0.025,0.013,0.253,0.324,0.252,0.026,2.25,0.203,0.18,0.036,0.061,0.761,0.302,0.33,0.076,0.693,0.026,0.347,0.114,0.009,0.013,0.008,0.013,0.049,0.02,0.131,0.06,0.213,0.42,0.084,0.079,0.181,0.004,0.453,0.02,0.208,0.714,0.002,0.015,0.056,0.781,0.504,0.194,0.223,0.019,0.691,0.432,0.408,0.227,0.891,0.682,1.439,0.38,0.17,0.037,0.073,0.03,0.218,0.409,0.352,0.05,0.48,1.048,0.084
1978,6,1978-06-01,0.001,0.003,0,0.036,0.016,0,0,0.055,0.041,0.005,0.011,0.263,0.016,0.094,0.024,0.012,0.008,0.039,0.096,0.001,0.01,0.002,0.012,0.016,0.004,0.001,0.003,0.006,0.002,0,0,0.072,0,0.211,0.004,0.14,0.002,0.007,0.065,0.007,0.002,0.012,0.023,0.057,0.01,0.039,0.001,0.027,0.005,0.027,0.024,0.003,0.018,0.105,0.042,0.002,0.088,0.028,0.03,0.051,0.068,0.028,0.013,0,0.016,0.073,0.001,0.263,0.242,0.004
