,date,precip_in,mean_temp_c,month,year,p,eto_zone_8,ETo,wy,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs,calib_wse_ft
19,1977-05-01,1.27,13.88888889,5,1977,0.314421178,6.2,4.049341546490933,1977,9.75,18.449111111111108,0.5284807458353912,0.47265149781380617,0.0,0.0,0.0,0.0,1.0,0.0,1.923437234583193,5.7,0.0,471.75,1.4144236856249999,0,0,0,0.04928204873072663,0.4891693968208381,0.0,0.0,1.4637057343557265,2.4446049683445157,
20,1977-06-01,0.0,19.94444444,6,1977,0.328842356,6.9,6.707517276133965,1977,9.75,18.449111111111108,0.5284807458353912,0.47265149781380617,0.0,0.0,0.0,0.0,1.0,0.0,3.1860707061636333,5.7,0.0,471.75,0.0,0,0,0,0.18742889713294442,0.48116473156446743,0.0,0.0,0.18742889713294442,2.4046019661476605,
21,1977-07-01,0.0,21.38888889,7,1977,0.32442117800000003,7.44,7.199166374656338,1977,9.75,18.449111111111108,0.5284807458353912,0.47265149781380617,0.0,0.0,0.0,0.0,1.0,0.0,3.419604027961761,5.7,0.0,471.75,0.0,0,0,0,0.0,0.7970235932387173,0.0,0.0,0.0,3.9830942994023504,
22,1977-08-01,0.0,21.66666667,8,1977,0.304421178,6.51,6.860342762676625,1977,9.75,18.449111111111108,0.5284807458353912,0.47265149781380617,0.0,0.0,0.0,0.0,1.0,0.0,3.2586628122713974,5.7,0.0,471.75,0.0,0,0,0,0.0,0.8554440064832932,0.0,0.0,0.0,4.275048034445054,
23,1977-09-01,0.43,19.88888889,9,1977,0.28,5.1,5.691948003346356,1977,9.75,18.449111111111108,0.5284807458353912,0.47265149781380617,0.0,0.0,0.0,0.0,1.0,0.0,2.703675301589519,5.7,0.0,471.75,0.478899358125,0,0,0,0.0,0.8151831466782713,0.0,0.0,0.478899358125,4.0738459589496685,
24,1977-10-01,0.21,17.83333333,10,1977,0.25,3.41,4.444046147463161,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,0.0,0.0,0.0,0.0,1.0,137.71380623,137.67903334653286,371.76670658595805,134.63861991522816,472.6498523280774,0.23388108187499995,0,0,0,0.07095604739126903,0.6763481424485932,0.0,0.0,138.01864335926626,3.3800234440381125,
25,1977-11-01,1.22,13.16666667,11,1977,0.225578822,1.8,2.7028850497586094,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,0.0,0.0,0.0,0.0,1.0,117.49010042000002,91.14734957635332,404.66692988439246,161.35773785606986,472.70737341038097,88.61990262367924,0,0,0,0.03465295337713138,34.4416204132574,7.304884296424463,0.0,206.1446559970564,179.42553805621472,
26,1977-12-01,3.84,11.66666667,12,1977,0.215578822,0.93,2.181567395421898,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,1.6584326045781017,1.6584326045781017,0.0,0.0,0.5567379559450885,86.480418178,103.99531773976187,572.04,297.28571499999657,473.0,303.61965509099616,0,0,0,13.130353807519901,12.694355110261338,8.75454313267262,0.0,403.23042707651604,112.59624781928729,
27,1978-01-01,8.54,11.11111111,1,1978,0.225578822,1.24,2.1271625239059695,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,3.74142705612,2.0829944515418983,4.329843024552131,111194.24956447353,0.0,64.715858592,101.40183751459756,572.04,297.28571499999657,473.0,954.5203951604996,0,0,0,44.985758009586355,0.0,16.129382137325166,0.0,112258.4715762356,120.12469987708704,
28,1978-02-01,4.41,11.22222222,2,1978,0.245578822,1.68,2.349637738601965,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,3.74142705612,0.0,2.0603622613980352,52911.94950671769,0.0,33.89878307200001,112.00723099915565,572.04,297.28571499999657,473.0,492.90807291074987,0,0,0,141.4263628586091,0.0,16.129382137325166,0.0,53580.182725559054,117.53121965192273,
29,1978-03-01,5.16,14.38888889,3,1978,0.27,3.41,3.6448712750556096,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,3.74142705612,0.0,1.5151287249443905,38909.863615943825,0.0,36.78788390200001,173.7510136819009,572.04,297.28571499999657,473.0,576.7359764669999,0,0,0,73.03164639419981,0.0,16.129382137325166,0.0,39596.41912270702,128.13661313648083,
30,1978-04-01,3.61,12.88888889,4,1978,0.294421178,4.8,3.4262105157690406,1978,27.209999999999997,18.449111111111108,1.4748678045313837,0.5284807458353912,3.74142705612,0.0,0.1837894842309593,4719.8786794394355,0.0,35.824850292000015,163.32745528671015,572.04,297.28571499999657,473.0,403.4916424507499,0,0,0,85.45199442042427,0.0,16.129382137325166,0.0,5244.647166602609,189.88039581922607,
