,date,precip_in,mean_temp_c,month,year,p,eto_zone_8,ETo,wy,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs
143,1987-09-01,0.0,20.5,9,1987,0.28,5.1,5.767849572448978,1987,10.45,19.788333333333334,0.528088941295376,1.4311462983239283,0.0,0.0,0.0,0.0,1.0,193.6441453498615,1970.6819372534007,4100.0,0.0,803.0,0.0,0.0,0.0,0.25,0.0,401.83999930240856,0.0,0.0,193.6441453498615,2591.7765932619013
144,1987-10-01,0.84,18.66666667,10,1987,0.25,3.41,4.596746311152319,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,195.89800543152816,1570.5549896437087,4100.0,0.0,803.0,385.4782052449999,0.0,0.0,0.25,0.0,361.60810795868343,0.0,0.0,581.3762106765281,2332.2900452120844
145,1987-11-01,0.98,12.83333333,11,1987,0.225778698,1.8,2.5619750169335833,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,175.6132646965282,875.3414641189743,4100.0,0.0,803.0,449.7245727858333,0.0,0.0,0.25,2.800445559407584,288.1872551395412,0.0,0.0,628.1382830417691,1858.74224478325
146,1987-12-01,3.38,8.666666667000001,12,1987,0.215778698,0.93,1.3634896360487818,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,2.016510363951218,2.016510363951218,2.220446049250313e-16,1.818915388677548e-11,0.6240471402368625,133.7290315122226,545.3088958762586,4799.23468247102,712.5112903660392,803.0885107193001,1551.0908734858333,0.0,0.0,0.25,3.267186485975515,100.23433699903623,0.0,0.0,1688.0870914840498,975.5758011180105
147,1988-01-01,2.02,9.555555556,1,1988,0.225778698,1.24,1.6688754024823549,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,2.3676349614688625,0.3511245975176447,4.440892098500626e-16,3.637830777355096e-11,0.5585843987951167,51.65096020486152,740.6588744458675,5325.686075862923,1248.9585962906995,803.1551501361852,1085.0757117700182,0.0,0.0,0.25,11.26845951285433,55.892432112527224,10.346497574324617,0.0,1147.9951314877705,611.5478255631105
148,1988-02-01,0.46,11.5,2,1988,0.245778698,1.68,2.393444448757874,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.4341905127109884,0.0,0.0,0.0,0.9190506689904283,6.761580245000414,945.7927919623509,4741.916408144867,654.1046943754662,803.0812552415373,274.2016604826034,0.0,0.0,0.25,7.882924163549157,124.90485226082014,18.136340099698618,0.0,288.84616489115297,883.7000668063862
149,1988-03-01,0.3,13.33333333,3,1988,0.27,3.41,3.2266854905176756,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,18.406524000278186,1102.4508759268724,4100.0,0.0,803.0,159.22521136180313,0.0,0.0,0.25,1.9920369349873983,173.5472049330959,9.49836546482419,0.0,179.6237722970687,1128.8383623602708
150,1988-04-01,1.92,14.44444444,4,1988,0.294221302,4.8,3.9106666988244903,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,34.18354457194486,1336.1444554317009,4100.0,0.0,803.0,881.09304056,0.0,0.0,0.25,1.1567490198842556,202.29300722009324,0.0,0.0,916.4333341518291,1304.7438831469656
151,1988-05-01,0.63,15.88888889,5,1988,0.31422130200000004,6.2,4.724237644994618,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,97.66727020555598,1614.1145287064946,4100.0,0.0,803.0,289.10865393374996,0.0,0.0,0.25,6.401018421503051,245.17435277330367,0.0,0.0,393.17694256080904,1581.3188082050046
152,1988-06-01,0.14,19.22222222,6,1988,0.328442604,6.9,6.259272910445753,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,135.60724824694483,2138.5849110689655,4100.0,0.0,803.0,64.24636754083333,0.0,0.0,0.25,2.1003341695556883,296.1801647036283,0.0,0.0,201.95394995733386,1910.2946934101228
153,1988-07-01,0.0,23.16666667,7,1988,0.32422130200000004,7.44,7.722177134294204,1988,10.670000000000002,19.788333333333334,0.539206603217384,0.528088941295376,0.0,0.0,0.0,0.0,1.0,144.24704522666704,2638.410520883853,4100.0,0.0,803.0,0.0,0.0,0.0,0.25,0.4667409265679308,392.4172789031856,0.0,0.0,144.71378615323496,2531.002189972151
