,date,precip_in,mean_temp_c,month,year,p,eto_zone_8,ETo,wy,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs
280,1999-02-01,4.03,9.111111111,2,1999,0.245578822,1.68,1.705931555609024,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,3.74142705612,1.1751535603382801,1.1489148840526962,29505.163956586654,0.0,80.70221651799987,81.07439718031887,570.3,794.06,473.0,449.06515906687497,0,0,0,187.96611968009717,0.0,43.0821143894,0.0,30222.897451851626,118.29328486078347
281,1999-03-01,2.3,9.888888889,3,1999,0.27,3.41,2.136313471151703,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,3.74142705612,0.0,0.16368652884829693,4203.616767603854,0.0,56.818982989999874,101.52829771648467,570.3,794.06,473.0,256.29028929374994,0,0,0,232.3630252487091,0.0,43.0821143894,0.0,4749.089065136313,124.15651156971887
282,1999-04-01,1.69,12.05555556,4,1999,0.294421178,4.8,3.121579950727082,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,2.3098471053929184,0.0,0.0,0.0,0.3826293896029297,46.41822000199987,148.35308715830456,570.3,794.06,473.0,188.31764735062498,0,0,0,132.61413351663296,9.718096280101069,43.0821143894,0.0,367.3500008692578,154.32850838598574
283,1999-05-01,0.0,13.94444444,5,1999,0.314421178,6.2,4.071029816918318,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,0.0,0.0,0.0,0.0,1.0,84.36174423599988,183.71605854837432,541.531946884467,747.3172728625784,472.8928164936083,0.0,0,0,0,97.4425589752651,37.111828800981975,43.0821143894,0.0,181.804303211265,228.54703034868655
284,1999-06-01,0.12,17.33333333,6,1999,0.328842356,6.9,5.641415218630503,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,0.0,0.0,0.0,0.0,1.0,147.1515356079999,222.64933959972055,473.60316013846693,636.9456487942825,472.6397286145248,12.697150637314701,0,0,0,0.0,45.95818694061323,40.546064824622896,0.0,159.8486862453146,270.22031031361047
285,1999-07-01,0.0,19.72222222,7,1999,0.32442117800000003,7.44,6.527824672744599,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,0.0,0.0,0.0,0.0,1.0,224.77204457399992,230.3260850461554,423.40491038215765,555.3828443280885,472.4527008583538,0.0,0,0,0,6.569978263857365,55.69768942562906,34.55779827870171,0.0,231.3420228378573,312.9048273040513
286,1999-08-01,0.0,19.77777778,8,1999,0.304421178,6.51,6.146394153025841,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,0.0,0.0,0.0,0.0,1.0,267.9159503019999,201.05530760909937,392.53318795402174,505.2220464483937,472.33767953783166,0.0,0,0,0,0.0,57.61809477892514,30.132568356614165,0.0,267.9159503019999,318.0767481816947
287,1999-09-01,0.1,20.33333333,9,1999,0.28,5.1,5.846459637832049,1999,15.819999999999999,18.449111111111108,0.8574938870888089,1.845617373917443,0.0,0.0,0.0,0.0,1.0,289.48790316599985,196.76004894495654,403.85476572194653,523.6175012345041,472.37986127318163,7.669681426109382,0,0,0,0.0,50.295752508039264,27.411069688860362,0.0,297.15758459210923,278.762129805999
288,1999-10-01,0.08,19.0,10,1999,0.25,3.41,4.806182795445049,2000,17.5,18.449111111111108,0.9485551848327534,0.8574938870888089,0.0,0.0,0.0,0.0,1.0,255.2039066499999,159.031108827554,397.0663179393147,512.5875382016957,472.3545689938126,6.312714421214604,0,0,0,1.8438447401525428,49.221255797165256,28.409124102053624,0.0,263.3604658113671,274.3904288441754
289,1999-11-01,1.44,13.5,11,1999,0.225578822,1.8,2.796245458220871,2000,17.5,18.449111111111108,0.9485551848327534,0.8574938870888089,0.0,0.0,0.0,0.0,1.0,219.5716630799999,107.75270999138792,462.41738760636383,618.7708522173446,472.5980528599343,111.71885716182811,0,0,0,1.517620437534409,39.78302978313274,27.81068805302672,0.0,332.8081406793624,226.62482666371346
