,date,precip_in,mean_temp_c,month,year,wy,count_col,p,eto_zone_8,ETo,annual_precip,mean_annual_precip,precip_percent,precip_percent_lag1,soil_water,water_into_soil,excess_water,runoff,water_cap_percent,deep_fault_flow,pond_et,pond_area,pond_volume,pond_elev,direct_rainfall,gw_storage,gw_in_seep,gw_seep_percent,gw_in,gw_out_et,gw_out_bottom,not_root_water,ins,outs
1278,2082-04-01,0.463670079,16.91,4,2082,2082,,0.294421178,4.8,4.896154541091773,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,55.66193830460791,99.13999574386162,242.98251596058844,251.5868334171984,471.55007648690787,24.25168125932349,0,0,0,6.865621536243717,23.075132474836533,16.070197465743703,0.0,86.77924110017511,131.38727138697615
1279,2082-05-01,0.197441929,21.272,5,2082,2082,,0.314421178,6.2,6.931626221003344,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,143.8894799236464,146.28107367663313,253.24113392044808,270.10835881742605,471.6284164484189,9.373792890547465,0,0,0,2.848956646887029,24.800741392393157,13.649966924598473,0.0,156.1122294610809,137.59070406085326
1280,2082-06-01,0.008492126,25.373,6,2082,2082,,0.328842356,6.9,8.923966139463971,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,195.40561464354244,188.07813266512485,252.90745804163979,269.5059203321473,471.6258683317422,0.42019571803250383,0,0,0,1.10118260571319,36.59349641519844,14.654861360735271,0.0,196.92699296728813,197.52943145256685
1281,2082-07-01,0.0043875979999999995,27.125,7,2082,2082,,0.32442117800000003,7.44,9.509700727000606,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,206.56340924206546,181.58381888005553,229.13505788608902,226.5858003873127,471.4443303389545,0.2168150425373774,0,0,0,0.04936232548503995,47.049398124276,14.622175765521614,0.0,206.8295866100879,249.74970655492245
1282,2082-08-01,0.00087752,28.043000000000003,8,2082,2082,,0.304421178,6.51,9.270423281294875,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,216.6836625351601,167.3644452384132,216.64311131437708,204.03208928981752,471.3489355579563,0.03928705808257518,0,0,0,0.025470261215167656,45.424788444841646,12.29352362705584,0.0,216.74841985445784,239.30213095195302
1283,2082-09-01,0.001698425,27.101,9,2082,2082,,0.28,5.1,8.199246948741045,11.926624802999997,16.660852907403225,0.7158471939753108,0.4190134830911297,0.0,0.0,0.0,0.0,1.0,225.5973583106583,150.05883263160942,219.61846043139394,209.40396340200314,471.3716568188728,0.07189392622487617,0,0,0,0.004615231581849992,41.86768713772344,11.069860980142803,0.0,225.67386746846503,220.30199335627944
1284,2082-10-01,0.00087752,24.049,10,2082,2083,,0.25,3.41,6.373406735819169,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,186.36651975779876,112.95419781009512,212.672818463535,196.86388396518726,471.31861640674714,0.037655360513463076,0,0,0,0.014428743714933924,37.53853602491584,11.361314642317748,0.0,186.41860386202714,198.95868329884303
1285,2082-11-01,2.556129921,15.769,11,2082,2083,,0.225578822,1.8,3.4317497649785245,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,96.74868366983996,68.91122687989984,240.96591511356104,247.94594105172715,471.53467670953466,106.21744594453837,0,0,0,0.00755723848830788,28.256485468397248,10.680946487834378,0.0,202.97368685286665,151.89162976632676
1286,2082-12-01,0.8617243309999999,14.850999999999999,12,2082,2083,,0.215578822,0.93,3.0339023410508177,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,45.31705703676733,61.98704401330325,245.17747921378452,255.54975199021771,471.5668383292385,40.571859675040116,0,0,0,21.31729877701823,17.2387491451627,13.452428525272573,0.0,107.20621548882568,99.60240455033511
1287,2083-01-01,6.627028661000001,14.395,1,2083,2083,,0.225578822,1.24,3.046918157448769,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,3.5801105035512317,3.5801105035512317,0.0,0.0,0.0431163163544499,34.15926243824428,104.9151588093017,413.19846502401145,538.7992719708324,472.41467386372585,317.4683012394201,0,0,0,8.14256497076467,0.6685876409034073,13.864977013607739,0.0,359.7701286484291,76.5206086678144
1288,2083-02-01,5.830354016,14.552999999999999,2,2083,2083,,0.245578822,1.68,3.3652367006940636,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,3.74142705612,0.1613165525687683,2.303800762737169,59163.668406920784,0.0,13.031148247812526,159.93287420048534,570.3,794.06,473.0,470.71124005711954,0,0,0,63.714266235387015,0.0,29.232818512420778,0.0,59711.125061461105,134.14797732172246
1289,2083-03-01,0.11056748,15.202,3,2083,2083,,0.27,3.41,3.9174546328686946,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,4.1174524723143655,159.6324873212945,488.98839358167004,661.9437870378774,472.6970506467275,12.320596276383005,0,0,0,94.46934119690465,40.00861431783925,43.0821143894,0.0,110.90738994560202,243.0236029077246
1290,2083-04-01,0.417812598,16.949,4,2083,2083,,0.294421178,4.8,4.910411251592763,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,49.547368708302585,163.94448367848972,400.64542526936884,518.4029208642763,472.36790396896185,39.91912612565988,0,0,0,2.4726807314856143,39.933469899558986,35.91408451819569,0.0,91.93917556544808,235.48004173904917
1291,2083-05-01,0.080731811,21.199,5,2083,2083,,0.314421178,6.2,6.903127830811922,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,65.98119451929078,176.38767948752178,306.6221871776215,365.6326744715378,472.01759384194344,6.319836264891571,0,0,0,8.011564681968538,41.01215369147717,28.126204488922536,0.0,80.3125954661509,233.08284185888942
1292,2083-06-01,0.052651181,23.43,6,2083,2083,,0.328842356,6.9,8.130650110208814,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,193.53771313199334,191.52496178894972,282.6710669275585,323.24292858608646,471.8531582048687,3.1543700316572942,0,0,0,1.2683588527526244,44.12492850086908,19.837579913463777,0.0,197.96044201640325,240.35018790185464
1293,2083-07-01,0.059671339000000004,25.534000000000002,7,2083,2083,,0.32442117800000003,7.44,8.86883793963739,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,305.81734901905395,231.33763355079486,313.0118761334633,376.01472869524355,472.041400432688,3.295703135437363,0,0,0,0.6330659508911736,47.911652727802576,17.53770347947313,0.0,309.7461181053825,256.9743179962254
1294,2083-08-01,0.005265118,25.778000000000002,8,2083,2083,,0.304421178,6.51,8.414314904873102,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,307.91424020013267,219.17446039560505,312.573697856739,375.30277062341236,472.0397678757703,0.3220103776454689,0,0,0,0.6614307828034021,57.87114252904043,20.4008633525775,0.0,308.89768136058154,309.6096394324128
1295,2083-09-01,0.26325590600000004,24.68,9,2083,2083,,0.28,5.1,7.357583439372213,16.866069882000005,16.660852907403225,1.0123173150700822,0.7158471939753108,0.0,0.0,0.0,0.0,1.0,315.9446900661722,205.88358478027774,335.7900100925172,413.0249530601593,472.12626680362337,16.07798049489718,0,0,0,0.0646258377663608,54.828417847952906,20.362235718530844,0.0,332.08729639883575,294.3651139620888
1296,2083-10-01,0.100914764,23.734,10,2083,2084,,0.25,3.41,6.275629841143423,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,268.2668585049626,175.49675982253612,335.5776505592507,412.67990837887197,472.1254755982088,6.620997503595161,0,0,0,4.563143784708149,51.50358848376962,22.408871210505943,0.0,279.4509997932659,279.7960444745533
1297,2083-11-01,0.30062126,16.169,11,2083,2084,,0.225578822,1.8,3.5437822562535635,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,252.68356577699123,105.00542290992014,355.5706823395986,445.16486053762645,472.1999652844247,19.71122718868163,0,0,0,1.8791267732093144,43.90205711534075,22.390150642250806,0.0,274.27391973888217,241.7889675801277
1298,2083-12-01,5.695102756,13.34,12,2083,2084,,0.215578822,0.93,2.6294603529234952,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,3.0656424030765046,3.0656424030765046,0.0,0.0,0.18062216445943746,126.19184917767934,124.9651032726891,570.3,794.06,473.0,395.66574560549986,0,0,0,5.594307311390856,4.744588354500736,24.15263763925059,0.0,527.4519020945701,133.90264890367146
1299,2084-01-01,1.7620595280000002,11.84,1,2084,2084,,0.225578822,1.24,2.3313106194294626,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,2.4963913116470424,0.0,0.0,0.0,0.3327702841183028,13.996721377442102,110.7955371883852,570.3,794.06,473.0,196.34728094953414,0,0,0,112.29517839349752,10.402771467367062,43.0821143894,0.0,322.63918072047375,178.44998912945618
1300,2084-02-01,3.892733937,14.878,2,2084,2084,,0.245578822,1.68,3.4643335737012846,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,2.924791674945758,0.42840036329871545,0.0,0.0,0.2182684224294683,16.93760309936206,164.64245309015354,570.3,794.06,473.0,433.76952472057746,0,0,0,55.72595855515381,6.049631827715377,43.0821143894,0.0,506.4330863750933,159.9272834055006
1301,2084-03-01,0.828378583,14.133,3,2084,2084,,0.27,3.41,3.5590883457542697,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.1940819121914883,0.0,0.0,0.0,0.948126233845981,10.833937797798045,165.39913956675136,557.6679986515996,773.5353510132736,472.95293591151864,92.30668986165942,0,0,0,123.10953551366211,39.05024468029226,43.0821143894,0.0,226.25016317311957,246.7748121598458
1302,2084-04-01,0.31675629899999996,18.192999999999998,4,2084,2084,,0.294421178,4.8,5.365163760906408,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,15.069156395225665,201.7379944059054,451.21752862616773,600.5731677864075,472.5563246223032,34.51452709708958,0,0,0,26.19786099771031,41.376048648593226,41.968539501547156,0.0,75.78154449002555,248.74372771689173
1303,2084-05-01,0.013162795,21.625,5,2084,2084,,0.314421178,6.2,7.069433505079674,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,123.74656658567437,211.4032798945922,358.8462013133421,450.48696867641013,472.2121691554148,1.1604729554352056,0,0,0,9.795679865093186,50.466532611190885,32.58439149910375,0.0,134.70271940620276,284.78891851620006
1304,2084-06-01,0.008492126,22.805,6,2084,2084,,0.328842356,6.9,7.875466106974397,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,156.53570745115508,184.05094089953516,280.44197775653026,319.21839703007004,471.83613575988187,0.5954231640404171,0,0,0,0.3293575928641479,52.884388735654284,24.441391224153286,0.0,157.46048820805964,288.7290598543998
1305,2084-07-01,0.22201248,26.488000000000003,7,2084,2084,,0.32442117800000003,7.44,9.253113929043117,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,231.4109700616352,214.68064616738837,278.410897538259,315.55136273755545,471.8206254107542,12.165258818566755,0,0,0,0.16898897912736058,46.04196070442773,17.319350547880994,0.0,243.7452178593293,247.4122521518439
1306,2084-08-01,0.237807835,28.107,8,2084,2084,,0.304421178,6.51,9.294613540054696,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,242.2956126961187,204.13729914788058,263.5556152192802,288.7307432471808,471.7071830104565,12.9363969468789,0,0,0,3.4526615568993386,53.704250717389364,17.120393805493812,0.0,258.6846711998969,285.5052906902716
1307,2084-09-01,0.000849213,26.921999999999997,9,2084,2084,,0.28,5.1,8.137017387329635,13.378891576000001,16.660852907403225,0.8030136062275126,1.0123173150700822,0.0,0.0,0.0,0.0,1.0,246.45286574889846,170.93822806434727,252.08975711004825,268.0295939270192,471.61962395654865,0.04373104456914211,0,0,0,3.671520769875486,51.06673978268406,15.665227952939986,0.0,250.1681175633431,270.8692668835046
1308,2084-10-01,0.079854291,22.918000000000003,10,2084,2085,,0.25,3.41,6.022341123507202,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,240.91622248341827,131.1333125120608,261.29369258118675,284.64693217645726,471.68990983261693,3.9332758138753117,0,0,0,0.009845295280018563,42.76170032577681,14.542076953011453,0.0,244.8593435925736,228.24200534313553
1309,2084-11-01,0.194469685,19.397000000000002,11,2084,2085,,0.225578822,1.8,4.447884460843121,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,131.38827920995283,89.2176037753683,240.7012265560242,247.46805642235992,471.5326554147081,9.928457492557099,0,0,0,0.885509646222417,32.804150808538424,15.443658782230456,0.0,142.20224634873233,179.38112210282966
1310,2084-12-01,6.175983542999999,15.075999999999999,12,2084,2085,,0.215578822,0.93,3.0941269918308625,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,3.0818565511691367,3.0818565511691367,0.0,0.0,0.17628848432898825,101.72593784584717,105.98698756479486,411.0509536730296,535.3099660834881,472.4066727036998,290.45936068123166,0,0,0,2.2352220636941196,3.93450649373365,13.426500660542786,0.0,394.4205205907729,106.57861092964474
1311,2085-01-01,6.591927874,13.144,1,2085,2085,,0.225578822,1.24,2.6965365409860866,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,3.74142705612,0.6595705049508633,3.235820828063049,83098.7790230066,0.0,31.329604280001394,128.15289911036376,570.3,794.06,473.0,529.4306142364172,0,0,0,65.39194754954462,0.0,29.04350451174303,0.0,83724.93118907258,135.03049207653788
1312,2085-02-01,3.2520313389999997,12.215,2,2085,2085,,0.245578822,1.68,2.652349041952889,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,3.74142705612,0.0,0.599682297047111,15400.378863423244,0.0,15.390832348558881,126.05288821881102,570.3,794.06,473.0,362.3756750715874,0,0,0,119.1922301146483,0.0,43.0821143894,0.0,15897.337600958039,171.23501349976377
1313,2085-03-01,1.292586496,14.322000000000001,3,2085,2085,,0.27,3.41,3.622447773504155,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,1.411565778615845,0.0,0.0,0.0,0.6227199521885931,10.827940428949102,172.15683043578497,570.3,794.06,473.0,144.03363782479764,0,0,0,81.58267332798422,19.63637646830925,43.0821143894,0.0,236.44425158173095,188.77137907652025
1314,2085-04-01,1.541320866,14.668,4,2085,2085,,0.294421178,4.8,4.076576465624575,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,14.32003300484056,185.41616771346668,545.799651085585,754.2514971625321,472.90871703087026,171.75024810505792,0,0,0,32.426705298528425,43.066544420709654,43.0821143894,0.0,218.4969864084269,258.30548924589465
1315,2085-05-01,0.011407756000000002,18.83,5,2085,2085,,0.314421178,6.2,5.978296510764253,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,133.11006348399104,241.33442229267732,484.42111599812694,654.522811798745,472.6800339642255,1.2165624874086156,0,0,0,38.66662513257034,46.38348419250365,40.922284561786796,0.0,172.99325110397,272.72193646775713
1316,2085-06-01,0.026325591000000002,23.139,6,2085,2085,,0.328842356,6.9,8.011836438302868,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,255.79891582955887,291.1057756966403,436.0135575982448,575.8695472004268,472.4996779344197,2.491736645175187,0,0,0,0.27388819620337396,60.37192710625951,35.51145587031869,0.0,258.56454067093745,337.21780526925556
1317,2085-07-01,0.002632559,25.94,7,2085,2085,,0.32442117800000003,7.44,9.03237677789601,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,313.8548866776382,290.8797741641434,386.449477895098,495.3371509316403,472.3150129578804,0.22427406281685378,0,0,0,0.5609718055786612,72.8226686587426,31.24408445943729,0.0,314.6401325460337,395.1725288148202
1318,2085-08-01,0.031590709,26.316999999999997,8,2085,2085,,0.304421178,6.51,8.618042240365964,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,338.73461505401986,255.72362644478332,356.07663918888943,445.9869461634675,472.2018503695562,2.385355107816901,0,0,0,0.05049146193135795,72.7661323887974,26.874759839000102,0.0,341.1704616237681,390.5206663919409
1319,2085-09-01,0.004246063,26.076999999999998,9,2085,2085,,0.28,5.1,7.843252139326058,19.204376771999996,16.660852907403225,1.15266468521948,0.8030136062275126,0.0,0.0,0.0,0.0,1.0,366.8834436863515,242.3165788961456,370.7389352146473,469.81044577908983,472.2564788942424,0.29541385469703685,0,0,0,0.537021825468337,63.971513008408664,24.19724029770255,0.0,367.71587936651684,343.8923797508945
1320,2085-10-01,0.032468227999999995,21.516,10,2085,2086,,0.25,3.41,5.587156341490065,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,363.3575478795828,183.32635284754136,393.74524350320763,507.19141092305836,472.342195393082,2.3519480728955138,0,0,0,0.09546624443588186,60.617622213937146,25.48979594286295,0.0,365.8049621969142,328.42399705294565
1321,2085-11-01,2.060189764,17.394000000000002,11,2085,2086,,0.225578822,1.8,3.8868817607833672,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,244.9110019239875,156.93372997048604,484.50271336946685,654.6553923264698,472.6803379782767,158.49789153156672,0,0,0,0.7600579527924105,45.86069863397188,27.517918523421883,0.0,404.16895140834663,256.70497000493515
1322,2085-12-01,0.458065276,13.419,12,2085,2086,,0.215578822,0.93,2.6506058969751556,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,117.99674483277677,104.41818495513722,472.7289790200717,635.5252673273221,472.636471605887,43.36351997914458,0,0,0,51.22034127695979,39.25835202572789,35.518649091814865,0.0,212.58060608888115,231.7107310880288
1323,2086-01-01,0.748524291,13.485999999999999,1,2086,2086,,0.225578822,1.24,2.792324321026244,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,55.9688935187853,106.29193415813899,456.7890628939874,609.6258730553947,472.5770829466989,69.13835915455132,0,0,0,14.013399615853517,26.121126819755567,34.48073478622486,0.0,139.12065228919013,165.02004656111765
1324,2086-02-01,6.058622362,15.607000000000001,2,2086,2086,,0.245578822,1.68,3.686615482692866,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,2.3720068793071345,2.3720068793071345,0.0,0.0,0.3660154685022793,31.154590756766236,175.20640081497845,570.3,794.06,473.0,540.74252423036,0,0,0,22.342823093768704,9.732300670499708,33.075550459298235,0.0,594.239938080895,149.09978528793692
1325,2086-03-01,0.085996929,16.319000000000003,3,2086,2086,,0.27,3.41,4.291912203221186,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,2.0930746981429738,187.31083581649503,523.7129566888539,718.3647332787227,472.8264268132968,9.582686005123511,0,0,0,174.74690903713096,43.82942125729619,43.0821143894,0.0,186.42266974039745,262.1179364616746
1326,2086-04-01,0.200414173,20.01,4,2086,2086,,0.294421178,4.8,6.029380247580761,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,41.55399336348876,198.82264929752665,395.7076338861911,510.3799297234275,472.3495068326609,20.507970930279072,0,0,0,3.096750643112615,46.85745207292422,38.97523060275641,0.0,65.15871493688044,273.14351849217564
1327,2086-05-01,0.00087752,23.33,5,2086,2086,,0.314421178,6.2,7.735046591057418,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,49.86958991200501,170.58548561514834,264.6429860872941,290.6939479624934,471.7154867207888,0.06784727286879748,0,0,0,6.627376930990026,49.73723340596112,27.690913173310125,0.0,56.56481411586383,276.2507958767979
1328,2086-06-01,0.026325591000000002,24.964000000000002,6,2086,2086,,0.328842356,6.9,8.756973727747368,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,64.23596605874727,127.07342939616892,174.1333479078834,127.28240762979254,471.0243096441992,1.3612549175598854,0,0,0,0.02192559432475922,42.67345870144485,15.771742586739581,0.0,65.61914657063191,229.03068690333276
1329,2086-07-01,0.0,29.578000000000003,7,2086,2086,,0.32442117800000003,7.44,10.497781441898143,9.832579764000002,16.660852907403225,0.5901606489563874,1.15266468521948,0.0,0.0,0.0,0.0,1.0,180.32064706620443,159.59908454552956,182.4375012135957,142.27522508151486,471.087724331528,0.0,0,0,0,0.4399045360705682,31.788535360049643,6.905769394334134,0.0,180.760551602275,165.7677341505527
